Time(ms);AccX(m/s^2);AccY(m/s^2);AccZ(m/s^2);MagX(gauss);MagY(gauss);MagZ(gauss);GyroX(dps);GyroY(dps);GyroZ(dps)
769;9.99;2.03;13.30;-0.14;0.87;-0.29;-133.63;69.02;-164.78
778;5.73;6.98;11.70;-0.16;0.83;-0.33;-77.49;19.11;-231.28
787;1.34;9.40;8.69;-0.16;0.83;-0.33;7.42;-44.03;-299.60
795;-6.25;9.30;4.24;-0.16;0.83;-0.33;102.83;-104.02;-360.43
804;-15.67;8.35;-0.91;-0.22;0.83;-0.32;167.02;-136.29;-396.41
813;-27.74;3.03;-5.73;-0.22;0.83;-0.32;161.70;-97.16;-392.56
822;-37.54;-6.55;-9.58;-0.22;0.83;-0.32;70.98;2.73;-353.01
831;-42.25;-19.45;-12.49;-0.27;0.81;-0.30;-39.48;129.50;-303.17
839;-48.76;-41.08;-20.75;-0.27;0.81;-0.30;-56.00;206.78;-180.81
848;-41.30;-56.33;-35.21;-0.27;0.81;-0.30;132.16;150.29;108.71
857;-24.39;-29.22;-42.86;-0.25;0.77;-0.30;313.60;-107.52;464.45
866;-7.77;-1.93;-30.30;-0.25;0.77;-0.30;267.19;-497.42;438.83
875;0.67;6.52;-6.39;-0.20;0.81;-0.24;63.70;-494.62;202.02
883;-1.34;14.11;10.61;-0.20;0.81;-0.24;-203.49;-268.31;15.61
892;-4.37;14.36;20.67;-0.20;0.81;-0.24;-352.03;-58.66;-78.82
901;-7.98;10.46;26.52;-0.25;0.81;-0.28;-291.55;56.00;-111.51
910;-11.11;5.78;26.21;-0.25;0.81;-0.28;-124.60;88.55;-84.14
919;-13.01;0.73;21.18;-0.25;0.81;-0.28;35.00;98.14;-14.14
927;-13.27;-2.88;13.11;-0.25;0.80;-0.28;135.10;104.09;39.83
936;-10.83;-5.79;2.75;-0.25;0.80;-0.28;172.48;91.77;77.42
945;-8.03;-6.20;-3.69;-0.25;0.80;-0.28;166.25;48.30;99.68
954;-4.54;-6.11;-7.21;-0.22;0.82;-0.25;144.27;5.60;92.61
963;-2.76;-5.17;-8.18;-0.22;0.82;-0.25;82.74;-18.06;66.92
971;-2.35;-4.45;-5.92;-0.22;0.82;-0.25;13.65;-19.60;30.59
980;-2.88;-4.04;-2.66;-0.21;0.83;-0.25;-40.53;-13.65;-8.75
989;-3.62;-4.56;0.44;-0.21;0.83;-0.25;-61.32;-11.69;-26.67
998;-4.22;-5.66;2.75;-0.21;0.83;-0.25;-46.76;-6.58;-26.39
1007;-4.32;-7.20;3.40;-0.22;0.83;-0.26;-22.33;0.70;-13.86
1015;-4.45;-8.03;2.36;-0.22;0.83;-0.26;-2.24;2.17;1.40
1024;-4.13;-9.06;1.42;-0.22;0.83;-0.26;10.15;-2.10;10.29
1033;-3.99;-9.64;0.51;-0.22;0.84;-0.28;13.37;-4.27;14.91
1042;-4.17;-9.73;-0.16;-0.22;0.84;-0.28;8.19;-4.69;15.54
1051;-4.19;-9.74;-0.46;-0.22;0.84;-0.28;1.19;-12.95;15.68
1059;-3.98;-9.62;-0.31;-0.23;0.83;-0.26;-3.78;-21.00;15.19
1068;-3.71;-9.36;0.49;-0.23;0.83;-0.26;-5.88;-25.48;12.60
1077;-3.75;-9.11;1.30;-0.23;0.83;-0.26;-9.38;-27.02;5.81
1086;-4.11;-9.02;2.23;-0.22;0.84;-0.26;-12.18;-22.61;-0.21
1095;-4.59;-9.20;3.07;-0.22;0.84;-0.26;-11.69;-14.00;-5.11
1103;-5.15;-9.87;3.50;-0.22;0.84;-0.26;-8.05;-4.41;-7.70
1112;-5.99;-10.33;3.21;-0.23;0.84;-0.25;-1.75;1.26;-7.07
1121;-6.21;-10.47;2.74;-0.23;0.84;-0.25;5.39;3.08;-3.43
1130;-6.44;-10.67;2.10;-0.23;0.84;-0.25;10.01;4.41;3.29
1139;-6.61;-10.50;1.31;-0.23;0.85;-0.26;9.80;2.38;7.56
1147;-6.56;-10.27;0.70;-0.23;0.85;-0.26;5.32;-2.52;8.96
1156;-6.44;-10.39;0.56;-0.23;0.85;-0.25;2.73;-5.46;10.71
1165;-6.55;-9.94;0.53;-0.23;0.84;-0.25;0.91;-8.19;11.76
1174;-6.53;-9.67;0.86;-0.23;0.84;-0.25;0.49;-9.45;13.16
1183;-6.26;-9.25;1.26;-0.24;0.84;-0.27;0.07;-6.72;14.91
1191;-6.20;-8.56;1.62;-0.24;0.84;-0.27;-0.21;-4.20;15.54
1200;-5.95;-8.15;1.67;-0.24;0.84;-0.27;0.91;-0.77;14.35
1209;-5.86;-7.70;1.74;-0.23;0.83;-0.25;1.05;2.03;13.58
1218;-5.62;-7.44;1.43;-0.23;0.83;-0.25;1.61;2.66;11.41
1227;-5.35;-7.44;1.31;-0.23;0.83;-0.25;2.66;0.77;9.80
1235;-5.33;-7.45;1.17;-0.22;0.84;-0.26;3.01;-1.12;8.61
1244;-4.98;-7.39;0.95;-0.22;0.84;-0.26;1.68;-1.12;7.00
1253;-4.96;-7.40;0.99;-0.22;0.84;-0.26;-1.61;0.70;3.78
1262;-4.84;-7.56;0.79;-0.22;0.84;-0.27;-6.09;3.99;-0.56
1270;-5.02;-7.70;0.89;-0.22;0.84;-0.27;-10.15;4.76;-3.08
1279;-5.16;-7.83;0.93;-0.22;0.84;-0.27;-11.20;4.13;-3.71
1288;-5.28;-7.87;1.28;-0.22;0.84;-0.25;-10.36;2.94;-3.64
1297;-5.51;-8.13;1.58;-0.22;0.84;-0.25;-7.70;1.47;-2.31
1305;-5.70;-8.00;1.69;-0.22;0.84;-0.25;-3.64;0.84;0.28
1314;-5.97;-8.18;1.69;-0.23;0.84;-0.26;2.17;0.14;4.76
1323;-5.76;-8.36;1.48;-0.23;0.84;-0.26;7.98;-0.63;9.24
1332;-5.61;-8.53;1.17;-0.23;0.84;-0.26;13.51;-2.52;13.79
1341;-5.36;-8.61;1.03;-0.22;0.84;-0.25;15.89;-4.55;17.29
1349;-5.21;-8.58;1.16;-0.22;0.84;-0.25;15.26;-4.62;18.48
1358;-5.25;-8.76;1.13;-0.22;0.84;-0.25;15.19;-3.15;18.62
1367;-5.38;-8.88;0.85;-0.22;0.84;-0.26;13.09;1.05;19.04
1376;-5.43;-9.00;0.59;-0.22;0.84;-0.26;11.69;2.73;19.67
1385;-5.77;-9.25;0.11;-0.22;0.84;-0.26;11.76;2.24;21.98
1393;-5.92;-9.26;-0.39;-0.21;0.85;-0.26;11.55;-1.54;27.09
1402;-5.83;-9.38;-0.49;-0.21;0.85;-0.26;10.43;-7.70;30.87
1411;-6.17;-10.34;-0.34;-0.21;0.85;-0.26;8.40;-13.65;30.45
1420;-6.09;-9.00;-0.17;-0.22;0.85;-0.26;6.58;-16.17;35.00
1429;-5.88;-8.62;0.02;-0.22;0.85;-0.26;6.09;-18.55;36.12
1437;-5.89;-8.41;0.02;-0.22;0.85;-0.26;7.49;-19.74;35.21
1446;-6.07;-8.16;0.06;-0.21;0.85;-0.25;8.19;-22.26;33.39
1455;-5.76;-8.34;0.01;-0.21;0.85;-0.25;6.30;-24.01;32.41
1464;-5.55;-8.33;0.14;-0.21;0.85;-0.25;5.11;-19.60;30.24
1472;-5.64;-8.42;0.11;-0.21;0.85;-0.26;1.05;-14.07;27.72
1481;-5.66;-8.69;0.05;-0.21;0.85;-0.26;-4.06;-11.62;28.35
1490;-5.69;-8.80;0.00;-0.21;0.86;-0.25;-6.30;-13.93;31.50
1499;-5.71;-8.94;0.12;-0.21;0.86;-0.25;-6.86;-19.74;34.44
1508;-5.81;-8.92;0.14;-0.21;0.86;-0.25;-4.48;-23.59;36.54
1516;-5.76;-8.51;0.31;-0.21;0.87;-0.26;-0.98;-27.86;39.27
1525;-5.84;-8.61;0.36;-0.21;0.87;-0.26;1.75;-34.58;39.48
1534;-5.80;-8.41;0.60;-0.21;0.87;-0.26;2.87;-36.96;40.88
1543;-5.79;-8.21;0.90;-0.20;0.87;-0.25;1.82;-39.13;40.25
1552;-5.30;-8.08;1.08;-0.20;0.87;-0.25;2.94;-37.59;35.00
1560;-5.05;-8.13;1.17;-0.20;0.87;-0.25;4.27;-30.38;30.59
1569;-4.69;-8.08;0.95;-0.19;0.88;-0.25;5.74;-22.61;25.90
1578;-4.34;-8.05;0.68;-0.19;0.88;-0.25;7.07;-16.80;20.65
1587;-4.53;-8.35;0.19;-0.19;0.88;-0.25;5.60;-15.40;17.50
1596;-4.77;-8.66;-0.18;-0.20;0.87;-0.24;2.24;-19.60;20.23
1604;-4.94;-8.67;-0.27;-0.20;0.87;-0.24;0.07;-25.62;23.80
1613;-4.86;-8.66;-0.12;-0.20;0.87;-0.24;-0.70;-32.76;25.55
1622;-4.99;-8.34;-0.14;-0.20;0.88;-0.25;-3.15;-38.29;24.64
1631;-4.74;-8.23;0.24;-0.20;0.88;-0.25;-5.39;-42.49;22.47
1640;-4.51;-8.29;0.57;-0.20;0.88;-0.25;-7.35;-42.21;16.66
1648;-4.50;-8.51;1.12;-0.21;0.87;-0.24;-9.17;-34.16;10.78
1657;-4.65;-8.76;1.23;-0.21;0.87;-0.24;-9.45;-22.47;6.65
1666;-4.53;-9.03;1.28;-0.21;0.87;-0.24;-4.34;-10.64;5.53
1675;-4.52;-9.30;1.00;-0.20;0.87;-0.26;3.71;-2.03;3.78
1684;-4.85;-9.52;0.59;-0.20;0.87;-0.26;11.83;-0.98;5.81
1692;-5.08;-9.54;0.04;-0.20;0.87;-0.26;18.13;-8.89;12.60
1701;-4.94;-9.56;-0.04;-0.20;0.88;-0.25;23.10;-24.22;17.92
1710;-4.91;-9.31;-0.21;-0.20;0.88;-0.25;23.10;-37.66;20.02
1719;-4.54;-9.09;0.07;-0.20;0.88;-0.25;18.27;-44.38;19.88
1727;-3.93;-9.22;0.44;-0.20;0.88;-0.24;11.97;-42.70;16.66
1736;-3.52;-9.16;0.63;-0.20;0.88;-0.24;5.53;-33.74;11.41
1745;-3.37;-9.10;0.98;-0.20;0.88;-0.24;-0.21;-18.97;4.90
1754;-3.40;-9.35;0.95;-0.20;0.89;-0.24;-3.64;-3.92;0.98
1763;-3.35;-9.35;0.78;-0.20;0.89;-0.24;-4.83;9.80;-2.94
1771;-3.50;-9.82;0.75;-0.20;0.89;-0.24;-5.81;23.59;-7.28
1780;-3.96;-10.05;0.27;-0.20;0.88;-0.23;-6.30;27.93;-8.33
1789;-4.46;-10.16;-0.06;-0.20;0.88;-0.23;-3.50;17.22;0.00
1798;-4.32;-10.38;-0.12;-0.20;0.88;-0.24;1.40;-0.14;10.50
1806;-3.94;-10.06;0.03;-0.20;0.88;-0.24;6.44;-16.24;14.07
1815;-3.77;-9.78;0.13;-0.20;0.88;-0.24;9.17;-26.95;12.46
1824;-3.70;-9.58;0.39;-0.20;0.88;-0.24;8.61;-30.45;10.99
1833;-3.59;-9.24;0.41;-0.20;0.88;-0.24;5.04;-29.68;8.26
1842;-3.38;-9.01;0.55;-0.20;0.88;-0.24;0.28;-23.59;5.25
1850;-3.04;-9.05;0.61;-0.20;0.90;-0.23;-5.04;-15.61;3.22
1859;-2.95;-8.94;0.88;-0.20;0.90;-0.23;-9.31;-4.97;0.28
1868;-3.00;-8.96;0.86;-0.20;0.90;-0.23;-12.74;7.98;-3.36
1877;-3.19;-9.08;0.67;-0.20;0.88;-0.24;-14.56;19.32;-5.81
1886;-3.47;-9.23;0.23;-0.20;0.88;-0.24;-13.44;18.90;-4.41
1894;-3.49;-9.49;0.19;-0.20;0.88;-0.24;-9.38;8.54;2.94
1903;-3.45;-9.35;0.06;-0.20;0.89;-0.24;-4.13;-6.93;5.39
1912;-3.44;-9.40;0.31;-0.20;0.89;-0.24;-2.17;-14.07;4.69
1921;-3.31;-9.52;0.50;-0.20;0.89;-0.24;-5.18;-14.98;4.83
1929;-3.32;-9.38;0.60;-0.20;0.88;-0.25;-9.45;-12.60;3.43
1938;-3.27;-9.32;0.88;-0.20;0.88;-0.25;-13.09;-8.54;0.56
1947;-3.26;-9.26;0.87;-0.20;0.88;-0.25;-14.91;-5.11;-2.24
1956;-3.40;-9.43;0.97;-0.20;0.88;-0.25;-13.93;-3.36;-3.43
1965;-3.49;-9.46;1.03;-0.20;0.88;-0.25;-12.60;0.21;-3.08
1974;-3.66;-9.48;1.22;-0.20;0.88;-0.25;-8.05;2.59;-1.89
1982;-3.73;-9.35;1.15;-0.19;0.88;-0.25;-0.14;2.66;0.42
1991;-3.60;-9.15;0.90;-0.19;0.88;-0.25;6.93;-0.98;3.71
2000;-3.34;-9.06;0.73;-0.19;0.88;-0.25;10.22;-4.34;4.69
2009;-3.34;-9.09;0.52;-0.20;0.88;-0.24;9.59;-7.14;2.24
2017;-3.24;-8.98;0.52;-0.20;0.88;-0.24;7.91;-8.54;-0.07
2026;-3.22;-9.15;0.50;-0.20;0.88;-0.24;5.18;-6.79;-0.98
2035;-3.21;-9.25;0.41;-0.20;0.89;-0.25;-0.77;-3.36;-3.15
2044;-3.40;-9.31;0.67;-0.20;0.89;-0.25;-7.21;0.70;-4.76
2052;-3.75;-9.57;0.87;-0.20;0.89;-0.25;-9.52;3.99;-4.27
2061;-3.65;-9.59;1.10;-0.20;0.89;-0.24;-6.58;7.35;0.14
2070;-3.63;-9.60;0.95;-0.20;0.89;-0.24;-0.35;7.21;2.17
2079;-3.48;-9.66;0.85;-0.20;0.89;-0.24;8.47;4.55;2.80
2087;-3.29;-9.63;0.47;-0.20;0.89;-0.25;13.86;0.35;3.15
2096;-2.92;-9.63;0.54;-0.20;0.89;-0.25;14.14;-3.22;3.64
2105;-2.90;-9.48;0.56;-0.20;0.89;-0.25;9.24;-5.53;1.19
2114;-3.01;-9.69;0.70;-0.20;0.88;-0.25;4.13;-5.67;0.56
2122;-3.29;-9.83;0.93;-0.20;0.88;-0.25;1.33;-2.17;4.20
2131;-3.20;-9.83;1.00;-0.20;0.88;-0.24;-0.63;6.86;7.28
2140;-3.21;-9.91;0.90;-0.20;0.88;-0.24;-2.59;14.56;5.67
2149;-3.28;-10.10;0.70;-0.20;0.88;-0.24;-4.41;20.58;7.84
2157;-3.47;-10.12;0.52;-0.19;0.88;-0.24;-2.24;20.02;11.48
2166;-3.19;-10.00;0.57;-0.19;0.88;-0.24;3.08;14.70;12.81
2175;-3.17;-9.88;0.77;-0.19;0.88;-0.24;10.78;9.03;12.11
2184;-3.27;-9.79;0.55;-0.19;0.89;-0.24;35.77;4.27;12.04
2192;-3.24;-9.63;0.45;-0.19;0.89;-0.24;22.12;2.73;12.25
2201;-3.02;-9.58;0.25;-0.19;0.89;-0.24;21.56;2.10;9.94
2210;-3.22;-9.58;0.27;-0.19;0.88;-0.24;18.83;3.71;7.70
2219;-3.19;-9.73;0.10;-0.19;0.88;-0.24;16.03;6.37;7.28
2227;-3.22;-9.86;0.08;-0.19;0.88;-0.24;12.04;8.96;7.98
2236;-3.22;-9.99;-0.02;-0.18;0.89;-0.22;7.70;10.85;7.42
2245;-3.35;-10.05;0.08;-0.18;0.89;-0.22;3.08;12.88;8.05
2254;-3.32;-10.18;0.09;-0.18;0.89;-0.22;-1.19;13.58;8.61
2263;-3.27;-10.20;0.18;-0.19;0.90;-0.23;-3.22;11.76;8.61
2271;-3.34;-10.09;0.43;-0.19;0.90;-0.23;-1.19;8.54;8.61
2280;-3.40;-9.94;0.41;-0.19;0.90;-0.23;3.43;3.43;9.10
2289;-3.24;-9.87;0.39;-0.17;0.89;-0.24;9.59;0.00;10.85
2298;-3.12;-9.68;0.39;-0.17;0.89;-0.24;14.07;-1.12;10.85
2306;-2.81;-9.63;0.42;-0.17;0.89;-0.24;16.38;-0.21;8.89
2315;-2.76;-9.59;0.17;-0.19;0.89;-0.24;14.49;2.24;7.49
2324;-2.60;-9.47;0.14;-0.19;0.89;-0.24;10.15;4.76;7.77
2333;-2.51;-9.49;0.22;-0.19;0.89;-0.24;5.95;7.21;7.14
2342;-2.11;-9.55;0.29;-0.17;0.89;-0.24;2.17;8.47;5.04
2350;-1.97;-9.62;0.40;-0.17;0.89;-0.24;-0.49;6.79;2.80
2359;-2.11;-9.71;0.65;-0.17;0.89;-0.24;0.00;2.17;2.59
2368;-1.84;-9.96;0.82;-0.18;0.89;-0.23;1.61;-2.38;2.73
2377;-1.81;-10.10;0.92;-0.18;0.89;-0.23;3.01;-3.01;1.40
2385;-1.71;-10.20;0.92;-0.18;0.89;-0.23;2.24;-2.03;1.05
2394;-1.47;-10.45;1.01;-0.18;0.89;-0.24;0.98;-0.84;2.10
2403;-1.28;-10.62;1.19;-0.18;0.89;-0.24;-0.63;1.19;2.73
2412;-0.90;-10.54;1.12;-0.18;0.89;-0.24;-2.80;1.75;2.59
2420;-0.76;-10.49;1.28;-0.17;0.90;-0.24;-4.41;1.47;1.68
2429;-0.79;-10.33;1.49;-0.17;0.90;-0.24;-3.36;1.89;0.63
2438;-1.15;-10.16;1.84;-0.17;0.90;-0.24;-0.42;3.08;3.29
2447;-1.11;-9.94;1.72;-0.18;0.90;-0.23;1.47;7.07;8.54
2455;-0.98;-9.90;1.56;-0.18;0.90;-0.23;0.63;11.13;9.66
2464;-1.19;-9.86;1.43;-0.18;0.90;-0.23;-2.31;13.02;9.03
2473;-1.29;-9.90;1.37;-0.17;0.90;-0.24;-3.29;15.05;10.01
2482;-1.16;-9.90;1.31;-0.17;0.90;-0.24;-3.08;16.31;11.55
2491;-1.06;-9.91;1.44;-0.17;0.89;-0.24;-0.98;16.10;10.99
2499;-1.22;-9.90;1.09;-0.17;0.89;-0.24;2.80;14.70;9.66
2508;-1.50;-9.88;1.19;-0.17;0.89;-0.24;6.16;13.65;8.96
2517;-1.73;-10.06;0.93;-0.17;0.89;-0.24;10.36;15.47;9.66
2526;-1.54;-10.24;0.58;-0.17;0.89;-0.24;13.30;16.59;11.06
2534;-1.45;-10.01;0.09;-0.17;0.89;-0.24;13.79;15.40;12.11
2543;-1.51;-9.96;-0.05;-0.17;0.89;-0.23;11.76;12.67;10.99
2552;-1.46;-9.77;-0.11;-0.17;0.89;-0.23;8.26;10.15;8.61
2561;-1.56;-9.81;-0.31;-0.17;0.89;-0.23;3.78;7.14;6.09
2569;-1.62;-9.76;-0.28;-0.17;0.90;-0.23;-1.33;3.71;3.43
2578;-1.85;-9.80;0.04;-0.17;0.90;-0.23;-5.18;2.45;2.10
2587;-2.01;-9.87;0.25;-0.17;0.90;-0.23;-7.00;5.46;2.45
2596;-2.00;-9.81;0.44;-0.17;0.90;-0.24;-6.86;9.38;4.06
2604;-2.17;-9.92;0.65;-0.17;0.90;-0.24;-3.57;12.81;7.07
2613;-2.06;-9.79;0.59;-0.17;0.90;-0.24;1.47;15.40;11.62
2622;-1.87;-9.69;0.31;-0.17;0.90;-0.23;4.69;16.87;12.81
2631;-1.90;-9.68;0.24;-0.17;0.90;-0.23;6.09;17.85;11.55
2639;-1.74;-9.62;0.17;-0.17;0.90;-0.23;5.04;14.63;9.10
2648;-1.84;-9.53;0.03;-0.16;0.89;-0.23;3.57;9.87;6.51
2657;-1.87;-9.27;0.11;-0.16;0.89;-0.23;1.96;2.66;1.40
2666;-1.82;-9.26;0.14;-0.16;0.89;-0.23;0.84;-4.48;-1.54
2674;-1.82;-9.15;0.14;-0.16;0.89;-0.23;-0.56;-8.19;-3.57
2683;-2.24;-10.96;0.58;-0.16;0.89;-0.23;-2.17;-8.96;-5.25
2692;-2.84;-9.46;1.07;-0.16;0.89;-0.23;-1.26;-0.35;-0.84
2701;-2.85;-9.43;1.21;-0.15;0.90;-0.24;0.28;17.92;5.81
2709;-2.52;-9.60;0.88;-0.15;0.90;-0.24;-0.14;30.03;7.00
2718;-2.25;-9.78;0.44;-0.15;0.90;-0.24;-2.66;34.86;5.46
2727;-2.40;-9.80;0.46;-0.15;0.90;-0.24;-3.22;33.25;3.99
2736;-2.35;-9.65;0.22;-0.15;0.90;-0.24;-0.77;26.81;1.05
2744;-1.90;-9.64;0.09;-0.15;0.90;-0.24;1.26;13.93;-4.90
2753;-2.15;-9.48;0.04;-0.15;0.90;-0.24;4.20;2.03;-10.43
2762;-2.69;-9.57;0.14;-0.15;0.90;-0.24;6.51;-9.24;-14.63
2771;-3.18;-9.60;0.28;-0.15;0.90;-0.24;8.47;-13.51;-10.85
2779;-3.62;-9.83;0.63;-0.15;0.90;-0.24;9.38;-3.15;-5.88
