Time(ms);AccX(m/s^2);AccY(m/s^2);AccZ(m/s^2);MagX(gauss);MagY(gauss);MagZ(gauss);GyroX(dps);GyroY(dps);GyroZ(dps)
1848;-4.95;0.65;9.65;-0.08;0.27;-0.44;-15.64;10.71;4.29
1856;-5.01;0.61;9.46;-0.08;0.27;-0.44;-9.65;8.36;7.85
1865;-5.02;0.53;8.92;-0.08;0.27;-0.44;-3.69;3.17;13.39
1874;-4.98;0.46;8.72;-0.08;0.27;-0.45;5.43;-2.78;16.85
1883;-4.90;0.74;8.61;-0.08;0.27;-0.45;12.99;-8.28;19.45
1892;-4.67;0.61;8.56;-0.08;0.27;-0.45;16.51;-9.62;20.44
1900;-4.68;0.64;8.36;-0.08;0.27;-0.45;12.51;-8.34;19.84
1909;-4.65;0.49;8.30;-0.08;0.27;-0.45;4.75;-5.73;17.20
1918;-4.57;0.51;8.27;-0.08;0.27;-0.45;-4.59;-2.13;14.38
1927;-4.56;0.48;8.44;-0.08;0.27;-0.44;-13.33;0.12;11.04
1936;-4.69;0.41;8.46;-0.08;0.27;-0.44;-13.60;0.71;7.46
1944;-4.68;0.28;8.58;-0.08;0.27;-0.44;-10.71;1.74;7.85
1953;-4.79;0.37;8.56;-0.08;0.27;-0.44;-6.21;2.94;9.69
1962;-4.77;0.61;7.99;-0.08;0.27;-0.44;2.08;-1.05;12.41
1971;-4.55;0.59;7.72;-0.08;0.27;-0.44;11.35;-6.99;13.40
1980;-4.28;0.42;7.66;-0.08;0.26;-0.45;17.35;-12.94;15.22
1989;-4.23;0.34;7.92;-0.08;0.26;-0.45;15.45;-15.15;18.06
1998;-4.22;0.56;8.06;-0.08;0.26;-0.45;9.90;-14.32;16.94
2006;-4.08;0.51;8.34;-0.09;0.27;-0.44;3.35;-8.76;11.81
2015;-4.30;0.49;8.54;-0.09;0.27;-0.44;-3.22;-1.34;8.06
2024;-4.51;0.42;8.63;-0.09;0.27;-0.44;-8.52;5.29;3.45
2033;-4.61;0.53;8.53;-0.09;0.27;-0.46;-11.42;9.55;0.06
2042;-4.72;0.67;8.29;-0.09;0.27;-0.46;-12.28;9.99;-1.78
2050;-4.79;0.70;8.21;-0.09;0.27;-0.46;-12.85;7.26;-3.16
2059;-4.61;0.52;8.28;-0.08;0.26;-0.45;-13.47;4.62;-3.38
2068;-4.64;0.44;8.65;-0.08;0.26;-0.45;-11.22;2.39;-1.64
2077;-4.60;0.34;8.87;-0.08;0.26;-0.45;-10.01;0.93;0.82
2086;-4.62;0.40;8.83;-0.08;0.27;-0.45;-4.87;-0.81;3.37
2094;-4.48;0.52;8.93;-0.08;0.27;-0.45;2.19;-3.52;4.59
2103;-4.33;0.53;8.89;-0.08;0.27;-0.45;3.40;-3.41;5.36
2112;-4.28;0.50;8.88;-0.08;0.27;-0.45;6.05;-2.09;5.76
2121;-4.37;0.61;8.69;-0.08;0.27;-0.45;9.41;-0.72;5.48
2130;-4.45;0.60;8.48;-0.08;0.27;-0.45;12.64;-0.95;3.94
2138;-4.32;0.51;8.33;-0.08;0.27;-0.45;13.79;-2.56;2.80
2147;-4.21;0.30;8.31;-0.08;0.27;-0.45;10.47;-3.69;0.97
2156;-4.16;0.15;8.33;-0.09;0.27;-0.45;4.38;-2.92;1.39
2165;-4.18;0.11;8.40;-0.09;0.27;-0.45;-2.18;-2.03;2.37
2174;-4.23;0.19;8.59;-0.09;0.27;-0.45;-5.49;-2.08;2.97
2183;-4.16;0.28;8.71;-0.08;0.27;-0.45;-2.21;-3.40;4.09
2192;-4.27;0.61;8.94;-0.08;0.27;-0.45;4.75;-4.93;3.61
2200;-4.20;0.46;8.84;-0.08;0.27;-0.45;11.85;-6.26;3.43
2209;-4.23;0.43;8.68;-0.09;0.27;-0.45;17.11;-7.03;3.81
2218;-4.10;0.22;8.66;-0.09;0.27;-0.45;17.96;-7.24;3.88
2227;-4.04;-0.02;8.54;-0.09;0.27;-0.45;16.59;-6.55;3.93
2235;-4.19;-0.19;8.67;-0.08;0.27;-0.46;11.55;-2.44;3.76
2244;-4.21;-0.13;8.64;-0.08;0.27;-0.46;6.36;-2.90;3.33
2253;-4.14;-0.28;9.00;-0.08;0.27;-0.46;5.11;-1.40;1.62
2262;-4.08;-0.44;8.85;-0.09;0.27;-0.45;6.32;0.52;1.31
2271;-3.91;-0.32;8.80;-0.09;0.27;-0.45;6.56;2.77;1.82
2280;-3.79;-0.17;8.76;-0.09;0.27;-0.45;5.83;4.66;1.49
2288;-3.48;0.01;8.80;-0.08;0.28;-0.45;4.85;5.38;-0.35
2297;-3.44;-0.00;8.96;-0.08;0.28;-0.45;0.45;5.25;-2.51
2306;-3.50;0.09;9.05;-0.08;0.28;-0.45;-2.01;3.69;-3.68
2315;-3.48;0.06;9.19;-0.08;0.28;-0.45;-5.61;2.00;-4.83
2324;-3.48;-0.12;9.45;-0.08;0.28;-0.45;-7.70;0.83;-4.34
2332;-3.52;-0.16;9.62;-0.08;0.28;-0.45;-6.68;0.67;-3.43
2341;-3.51;-0.10;9.70;-0.08;0.28;-0.45;-4.22;0.95;-1.59
2350;-3.47;-0.06;9.64;-0.08;0.28;-0.45;-0.75;0.83;-0.51
2359;-3.41;0.09;9.64;-0.08;0.28;-0.46;2.53;1.66;-1.13
2368;-3.42;0.08;9.57;-0.08;0.27;-0.46;3.31;2.63;-3.13
2376;-3.39;-0.03;9.24;-0.08;0.27;-0.46;2.56;4.20;-4.44
2385;-3.42;-0.10;9.22;-0.09;0.27;-0.46;1.64;5.70;-4.32
2394;-3.57;-0.05;9.02;-0.09;0.27;-0.46;0.76;5.53;-4.03
2403;-3.66;-0.12;9.08;-0.09;0.27;-0.46;0.36;6.00;-4.08
2412;-3.72;-0.12;8.95;-0.08;0.28;-0.45;0.16;6.34;-4.52
2421;-3.80;-0.15;8.76;-0.08;0.28;-0.45;0.02;6.39;-4.78
2429;-3.96;-0.18;8.47;-0.08;0.28;-0.45;-0.29;6.10;-4.07
2438;-4.04;-0.25;8.17;-0.08;0.28;-0.46;-1.20;4.76;-1.79
2447;-4.16;-0.27;8.06;-0.08;0.28;-0.46;-1.40;2.90;0.03
2456;-4.29;-0.16;8.05;-0.08;0.28;-0.46;-1.29;0.65;0.89
2464;-4.30;-0.06;8.17;-0.08;0.28;-0.44;-1.50;-0.33;0.51
2473;-4.34;0.04;8.32;-0.08;0.28;-0.44;-1.94;-0.22;-2.05
2482;-4.29;0.07;8.48;-0.08;0.28;-0.44;-1.62;0.03;-4.76
2491;-4.28;0.04;8.44;-0.08;0.28;-0.46;-2.01;0.83;-6.29
2500;-4.39;0.04;8.41;-0.08;0.28;-0.46;-2.04;0.69;-6.17
2508;-4.32;0.02;8.34;-0.08;0.28;-0.46;-2.62;0.25;-5.70
2517;-4.36;0.00;8.39;-0.09;0.27;-0.44;-2.65;0.42;-4.76
2526;-4.35;-0.08;8.28;-0.09;0.27;-0.44;-2.21;0.60;-3.69
2535;-4.34;-0.15;8.39;-0.09;0.27;-0.44;-1.58;0.79;-1.92
2544;-4.13;-0.16;8.42;-0.08;0.27;-0.46;-0.54;1.18;-0.47
2553;-4.21;-0.00;8.44;-0.08;0.27;-0.46;-0.93;0.80;-0.38
2561;-4.03;-0.06;8.46;-0.08;0.27;-0.46;-1.74;-0.06;-1.34
2570;-4.00;-0.15;8.50;-0.08;0.28;-0.45;-2.88;-1.84;-2.24
2579;-3.86;-0.16;8.59;-0.08;0.28;-0.45;-3.01;-3.31;-2.39
2588;-3.89;-0.18;8.72;-0.08;0.28;-0.45;-2.75;-4.36;-3.84
2597;-3.73;-0.34;8.73;-0.08;0.27;-0.45;-1.28;-5.46;-4.34
2605;-3.80;-0.38;8.83;-0.08;0.27;-0.45;-2.17;-5.37;-4.34
2614;-3.76;-0.41;8.99;-0.08;0.27;-0.45;-3.83;-4.47;-4.10
2623;-3.65;-0.45;9.14;-0.08;0.27;-0.45;-5.41;-3.60;-4.06
2632;-3.62;-0.53;9.27;-0.08;0.27;-0.45;-5.26;-2.58;-3.81
2641;-3.66;-0.53;9.51;-0.08;0.27;-0.45;-4.23;-1.11;-2.61
2650;-3.60;-0.57;9.33;-0.08;0.28;-0.45;-3.91;-0.11;-0.73
2659;-3.42;-0.57;9.16;-0.08;0.28;-0.45;-3.55;-0.25;0.78
2667;-3.48;-0.40;9.12;-0.08;0.28;-0.44;-3.79;-0.25;0.78
2676;-3.28;-0.36;9.08;-0.08;0.28;-0.44;-5.42;-0.66;0.77
2685;-3.15;-0.29;9.24;-0.08;0.28;-0.44;-9.32;-0.62;-0.33
2694;-3.12;0.01;9.33;-0.08;0.27;-0.44;-14.52;0.82;-3.82
2703;-3.34;0.28;9.47;-0.08;0.27;-0.44;-21.47;3.63;-9.11
2711;-3.29;0.27;9.63;-0.08;0.27;-0.44;-30.84;8.09;-13.56
2720;-3.24;0.25;9.71;-0.08;0.26;-0.44;-38.67;12.18;-15.89
2729;-3.21;0.01;9.71;-0.08;0.26;-0.44;-42.93;14.68;-14.29
2738;-3.04;-0.18;9.79;-0.08;0.26;-0.44;-38.51;12.79;-8.57
2747;-2.91;-0.31;9.61;-0.07;0.26;-0.43;-27.77;6.89;-0.52
2756;-2.79;-0.23;9.52;-0.07;0.26;-0.43;-15.90;-1.25;8.59
2764;-2.65;0.11;9.42;-0.07;0.26;-0.43;-4.66;-7.86;15.16
2773;-2.55;0.59;9.57;-0.08;0.26;-0.45;3.17;-10.61;14.12
2782;-2.58;0.71;9.53;-0.08;0.26;-0.45;4.53;-7.99;6.94
2791;-2.80;0.70;9.47;-0.08;0.26;-0.45;-3.04;-3.53;0.46
2800;-2.64;0.63;9.23;-0.08;0.26;-0.45;-12.48;1.44;-4.51
2809;-3.11;0.79;9.08;-0.08;0.26;-0.45;-18.64;7.74;-10.06
2818;-3.28;0.78;8.78;-0.08;0.26;-0.45;-25.49;10.01;-13.55
2826;-3.08;0.61;8.58;-0.08;0.25;-0.45;-28.52;9.11;-14.62
2835;-3.00;0.24;8.71;-0.08;0.25;-0.45;-29.07;8.18;-12.38
2844;-2.95;0.00;8.66;-0.08;0.25;-0.45;-28.79;5.25;-5.04
2853;-2.78;-0.14;8.66;-0.07;0.25;-0.44;-25.79;2.85;8.22
