Time(ms);AccX(m/s^2);AccY(m/s^2);AccZ(m/s^2);MagX(gauss);MagY(gauss);MagZ(gauss);GyroX(dps);GyroY(dps);GyroZ(dps)
817;-4.10;-8.94;0.01;-0.18;0.89;-0.20;3.36;-0.14;6.65
825;-4.14;-9.02;-0.17;-0.18;0.88;-0.19;1.47;0.14;5.25
834;-4.44;-8.77;-0.03;-0.18;0.88;-0.19;-0.98;0.21;1.68
843;-4.04;-9.13;-0.13;-0.18;0.88;-0.19;-2.24;1.75;3.01
852;-4.25;-8.97;0.01;-0.19;0.88;-0.21;-4.62;-0.21;0.35
861;-3.91;-9.20;-0.01;-0.19;0.88;-0.21;-5.39;-0.14;1.61
870;-4.02;-9.30;0.01;-0.19;0.88;-0.21;-7.07;-0.56;0.63
878;-4.05;-9.58;0.06;-0.17;0.88;-0.21;-7.07;0.77;1.19
887;-4.25;-9.49;0.27;-0.17;0.88;-0.21;-7.28;2.03;2.80
896;-4.19;-9.61;0.24;-0.17;0.88;-0.21;-4.41;3.08;5.18
905;-4.34;-9.50;0.27;-0.18;0.88;-0.21;-0.28;4.20;8.26
914;-4.31;-9.41;0.07;-0.18;0.88;-0.21;4.34;2.94;9.24
922;-4.29;-9.28;0.02;-0.18;0.88;-0.21;6.16;1.61;10.08
931;-4.25;-9.10;-0.02;-0.18;0.88;-0.21;5.88;1.68;9.66
940;-4.10;-9.17;-0.03;-0.18;0.88;-0.21;3.78;3.43;8.68
949;-4.29;-9.11;-0.16;-0.18;0.88;-0.21;1.82;4.20;7.98
957;-4.30;-9.08;-0.17;-0.17;0.88;-0.20;1.05;3.78;7.56
966;-4.20;-9.28;-0.27;-0.17;0.88;-0.20;1.33;2.52;7.14
975;-4.31;-9.34;-0.35;-0.17;0.88;-0.20;0.84;0.21;6.23
984;-4.27;-9.20;-0.24;-0.17;0.88;-0.20;0.21;-2.10;6.30
993;-4.34;-9.17;-0.14;-0.17;0.88;-0.20;0.42;-1.89;5.53
1001;-4.07;-9.20;0.03;-0.17;0.88;-0.20;-0.63;0.07;6.30
1010;-4.11;-9.20;0.11;-0.18;0.89;-0.19;-1.05;4.06;6.44
1019;-4.13;-9.25;0.04;-0.18;0.89;-0.19;-0.42;6.44;6.65
1028;-4.21;-9.32;-0.01;-0.17;0.88;-0.20;1.96;7.42;7.07
1037;-4.39;-9.35;-0.17;-0.17;0.88;-0.20;3.43;6.65;7.28
1045;-4.32;-9.40;-0.47;-0.17;0.88;-0.20;3.36;5.60;7.35
1054;-4.31;-9.22;-0.57;-0.16;0.88;-0.20;1.47;3.36;7.42
1063;-4.21;-9.25;-0.59;-0.16;0.88;-0.20;-1.96;1.68;5.53
1072;-4.11;-9.25;-0.48;-0.16;0.88;-0.20;-4.90;0.21;3.85
1080;-3.98;-9.28;-0.45;-0.17;0.88;-0.19;-6.51;-1.89;3.08
1089;-3.86;-9.39;-0.41;-0.17;0.88;-0.19;-5.04;-3.43;2.38
1098;-3.99;-9.44;-0.17;-0.17;0.88;-0.19;-3.01;-3.57;2.38
1107;-4.13;-9.60;-0.09;-0.17;0.88;-0.21;-1.40;0.00;4.55
1116;-4.15;-9.71;-0.27;-0.17;0.88;-0.21;-0.91;4.48;7.70
1124;-4.18;-9.43;-0.56;-0.17;0.88;-0.21;-0.49;4.90;9.94
1133;-4.02;-9.25;-0.56;-0.16;0.89;-0.20;0.21;2.38;10.36
1142;-3.98;-9.03;-0.50;-0.16;0.89;-0.20;1.05;0.00;9.03
1151;-3.81;-8.99;-0.32;-0.16;0.89;-0.20;0.63;-1.47;6.65
1160;-3.90;-9.04;-0.24;-0.17;0.89;-0.20;-1.96;-0.42;4.83
1169;-3.86;-9.14;-0.18;-0.17;0.89;-0.20;-5.11;2.17;3.22
1178;-3.98;-9.36;-0.17;-0.17;0.89;-0.20;-8.19;3.50;1.05
1186;-3.71;-9.44;-0.34;-0.17;0.89;-0.20;-10.43;4.06;1.05
1195;-3.55;-9.40;-0.18;-0.17;0.89;-0.20;-11.06;2.80;0.35
1204;-3.37;-9.54;0.01;-0.17;0.89;-0.20;-10.92;0.42;-1.12
1213;-3.26;-9.66;0.15;-0.17;0.90;-0.21;-10.99;-0.70;-1.40
1222;-3.08;-9.54;0.44;-0.17;0.90;-0.21;-10.36;-0.14;-1.33
1230;-3.21;-9.47;0.52;-0.17;0.90;-0.21;-10.92;2.94;-2.73
1239;-3.25;-9.28;0.39;-0.17;0.89;-0.20;-10.50;6.09;-4.13
1248;-3.39;-9.32;0.25;-0.17;0.89;-0.20;-8.47;8.61;-4.48
1257;-3.50;-9.26;0.06;-0.17;0.89;-0.20;-4.97;8.96;-4.62
1266;-3.60;-9.21;-0.17;-0.17;0.88;-0.20;-3.01;8.54;-5.25
1275;-3.69;-9.32;-0.29;-0.17;0.88;-0.20;-3.64;9.03;-6.02
1283;-3.96;-9.34;-0.38;-0.17;0.88;-0.20;-5.53;10.36;-5.25
1292;-3.99;-9.44;-0.50;-0.17;0.88;-0.21;-7.77;9.59;-5.11
1301;-4.07;-9.60;-0.54;-0.17;0.88;-0.21;-8.54;7.49;-4.90
1310;-4.03;-9.87;-0.41;-0.17;0.88;-0.21;-9.24;2.94;-3.71
1319;-4.03;-9.74;-0.25;-0.18;0.88;-0.21;-9.80;-1.12;-2.31
1327;-4.01;-9.53;0.05;-0.18;0.88;-0.21;-10.71;-4.13;-0.84
1336;-3.99;-9.27;0.47;-0.17;0.87;-0.20;-11.13;-4.41;-0.77
1345;-4.04;-9.14;0.75;-0.17;0.87;-0.20;-9.45;-2.31;-1.40
1354;-4.22;-9.04;0.83;-0.17;0.87;-0.20;-8.68;1.82;-1.40
1363;-4.24;-8.93;0.83;-0.17;0.88;-0.20;-5.60;4.76;-0.35
1372;-4.30;-9.00;0.75;-0.17;0.88;-0.20;-2.59;7.21;-0.21
1380;-4.39;-9.01;0.63;-0.17;0.88;-0.20;-1.54;7.98;-0.77
1389;-4.24;-8.97;0.44;-0.17;0.88;-0.22;-1.61;8.61;-0.35
1398;-4.13;-9.04;0.22;-0.17;0.88;-0.22;-2.52;9.38;-0.14
1407;-4.26;-9.04;0.30;-0.17;0.88;-0.22;-2.94;8.26;-0.63
1416;-4.32;-9.12;0.26;-0.17;0.88;-0.20;-2.59;7.07;0.98
1424;-4.45;-9.21;0.27;-0.17;0.88;-0.20;0.77;5.67;2.52
1433;-4.44;-9.06;0.19;-0.17;0.88;-0.20;4.48;4.06;4.20
1442;-4.53;-9.22;0.10;-0.16;0.88;-0.21;5.46;3.01;5.18
1451;-4.38;-9.17;0.15;-0.16;0.88;-0.21;4.76;3.78;5.74
1460;-4.48;-9.27;0.34;-0.16;0.88;-0.21;3.64;4.83;6.16
1468;-4.28;-9.27;0.28;-0.17;0.88;-0.22;2.24;6.30;6.58
1477;-4.35;-9.16;0.44;-0.17;0.88;-0.22;2.73;6.93;7.35
1486;-4.04;-9.21;0.60;-0.17;0.88;-0.22;4.34;7.84;8.12
1495;-4.05;-7.39;0.57;-0.16;0.88;-0.22;6.44;9.38;8.40
1504;-4.08;-9.04;0.42;-0.16;0.88;-0.22;7.91;11.06;8.96
1513;-3.94;-9.09;0.12;-0.16;0.88;-0.22;7.63;10.64;9.24
1521;-3.77;-9.10;0.04;-0.15;0.88;-0.21;6.65;7.70;9.45
1530;-3.65;-9.18;0.18;-0.15;0.88;-0.21;6.16;4.48;9.38
1539;-3.52;-9.17;0.17;-0.15;0.88;-0.21;6.51;1.33;8.05
1548;-3.48;-9.25;0.19;-0.15;0.88;-0.21;6.44;0.70;6.72
1557;-3.42;-9.11;0.30;-0.15;0.88;-0.21;6.58;1.26;5.53
1565;-3.43;-8.98;0.17;-0.15;0.88;-0.21;7.07;2.66;3.99
1574;-3.58;-9.05;0.02;-0.16;0.88;-0.20;5.46;3.85;0.98
1583;-3.77;-9.09;-0.07;-0.16;0.88;-0.20;3.85;5.39;-1.54
1592;-4.06;-9.10;-0.34;-0.16;0.88;-0.21;0.91;6.09;-4.41
1600;-4.03;-9.27;-0.45;-0.16;0.88;-0.21;-3.85;5.32;-6.65
1609;-4.34;-9.73;-0.34;-0.16;0.88;-0.21;-8.61;8.26;-7.63
1618;-4.34;-9.91;-0.19;-0.16;0.88;-0.21;-10.78;10.85;-5.32
1627;-4.29;-9.97;-0.19;-0.16;0.88;-0.21;-10.36;11.41;-4.69
1636;-4.36;-10.11;-0.09;-0.16;0.88;-0.21;-8.40;9.80;-3.64
1645;-4.29;-10.09;0.02;-0.16;0.88;-0.21;-6.79;7.49;-2.10
1653;-4.17;-9.88;0.06;-0.16;0.88;-0.21;-6.16;5.46;-0.42
1662;-4.19;-9.71;0.02;-0.16;0.88;-0.21;-5.67;3.71;0.28
1671;-4.12;-9.55;-1.78;-0.17;0.88;-0.22;-5.46;3.64;0.21
1680;-4.29;-9.34;-0.04;-0.17;0.88;-0.22;-4.90;3.50;-0.56
1688;-4.22;-9.32;-0.01;-0.17;0.88;-0.22;-5.32;3.99;-2.03
1697;-4.23;-9.16;0.15;-0.15;0.88;-0.21;-7.35;7.56;-2.94
1706;-4.23;-9.38;0.01;-0.15;0.88;-0.21;-9.38;9.94;-3.43
1715;-4.26;-9.40;-0.04;-0.15;0.88;-0.21;-10.22;11.48;-3.92
1724;-4.39;-9.44;-0.01;-0.16;0.87;-0.22;-10.01;12.32;-4.48
1732;-4.36;-9.56;-0.10;-0.16;0.87;-0.22;-10.01;10.64;-3.78
1741;-4.47;-9.55;0.03;-0.16;0.87;-0.22;-10.36;9.94;-2.59
1750;-4.51;-9.54;0.00;-0.16;0.87;-0.22;-9.24;9.24;-0.70
1759;-4.61;-9.35;-0.04;-0.16;0.87;-0.22;-6.51;7.49;0.56
1768;-4.64;-9.36;-0.13;-0.16;0.87;-0.22;-4.06;5.46;1.33
1777;-4.56;-9.27;-0.17;-0.16;0.87;-0.22;-3.01;2.52;1.75
1785;-4.54;-9.29;0.08;-0.16;0.87;-0.22;-6.51;-0.77;1.33
1794;-4.50;-9.31;0.57;-0.16;0.87;-0.22;-10.78;-1.54;0.07
1803;-4.31;-9.45;0.84;-0.16;0.87;-0.22;-14.84;0.42;-0.98
1812;-4.31;-9.47;1.23;-0.16;0.87;-0.22;-16.17;3.78;-0.98
1821;-4.24;-9.55;1.52;-0.16;0.87;-0.22;-15.89;5.95;0.42
1830;-4.21;-9.46;1.68;-0.15;0.87;-0.22;-11.76;8.68;1.75
1838;-4.14;-9.35;1.37;-0.15;0.87;-0.22;-8.33;13.09;2.45
1847;-4.07;-9.32;1.23;-0.15;0.87;-0.22;-5.81;14.77;3.15
1856;-4.16;-9.32;0.92;-0.15;0.86;-0.22;-3.92;13.72;3.78
1865;-4.18;-9.33;0.73;-0.15;0.86;-0.22;-1.96;10.85;5.18
1874;-4.19;-9.34;0.64;-0.15;0.86;-0.22;-0.35;8.54;6.09
1883;-4.08;-9.29;0.57;-0.15;0.87;-0.23;0.42;7.56;6.58
1891;-3.82;-9.14;0.50;-0.15;0.87;-0.23;-0.84;5.04;5.18
1900;-3.76;-9.26;0.39;-0.15;0.87;-0.22;-3.99;4.48;3.36
1909;-3.80;-9.25;0.43;-0.15;0.87;-0.22;-6.02;4.97;1.75
1918;-3.83;-9.27;0.30;-0.15;0.87;-0.22;-9.52;1.75;-0.70
1927;-3.80;-9.37;0.55;-0.15;0.87;-0.22;-12.74;-2.59;-0.91
1936;-3.91;-9.29;0.62;-0.15;0.87;-0.22;-11.34;-4.97;-0.21
1944;-3.88;-9.17;0.82;-0.15;0.87;-0.22;-9.59;-7.00;0.28
1953;-3.81;-9.22;0.84;-0.15;0.86;-0.23;-7.00;-7.14;2.10
1962;-3.81;-9.26;0.72;-0.15;0.86;-0.23;-3.78;-5.95;4.69
1971;-1.93;-9.12;0.69;-0.15;0.86;-0.23;-1.54;-3.57;6.86
1980;-3.65;-9.03;0.43;-0.14;0.87;-0.23;0.28;-2.24;8.40
1988;-3.61;-8.92;0.37;-0.14;0.87;-0.23;1.75;-1.26;9.38
1997;-3.56;-8.79;0.18;-0.14;0.87;-0.23;1.89;-2.59;8.12
2006;-3.58;-8.66;0.24;-0.15;0.88;-0.22;-0.28;-3.99;6.30
2015;-3.57;-8.75;0.33;-0.15;0.88;-0.22;-2.94;-4.62;4.48
2024;-3.76;-8.93;0.31;-0.15;0.88;-0.22;-4.27;-5.18;3.22
2033;-3.76;-8.94;0.32;-0.15;0.86;-0.23;-4.27;-6.23;1.19
2041;-3.83;-8.99;0.29;-0.15;0.86;-0.23;-5.67;-7.84;0.35
2050;-3.86;-8.99;0.57;-0.15;0.86;-0.23;-6.09;-8.12;1.33
2059;-4.01;-8.83;0.65;-0.14;0.86;-0.23;-5.67;-8.05;1.75
2068;-3.87;-8.89;0.85;-0.14;0.86;-0.23;-5.04;-7.49;2.66
2077;-3.79;-8.87;0.95;-0.14;0.86;-0.23;-3.22;-6.65;4.13
2085;-3.81;-8.87;0.98;-0.15;0.86;-0.23;-1.89;-4.69;4.27
2094;-3.96;-8.66;0.91;-0.15;0.86;-0.23;-3.71;-4.41;3.36
2103;-3.94;-8.68;0.90;-0.15;0.86;-0.23;-6.65;-6.02;2.52
2112;-3.93;-8.74;0.95;-0.14;0.87;-0.22;-6.93;-6.79;2.45
2121;-3.98;-8.59;1.02;-0.14;0.87;-0.22;-5.04;-7.77;0.49
2130;-4.03;-8.69;1.23;-0.14;0.87;-0.22;-3.99;-8.47;-1.54
2138;-3.90;-8.74;1.07;-0.15;0.86;-0.22;-2.87;-7.70;-2.38
2147;-4.03;-8.64;0.90;-0.15;0.86;-0.22;-1.75;-7.21;-4.34
2156;-4.08;-8.77;0.97;-0.15;0.86;-0.22;-4.34;-6.86;-5.53
2165;-3.98;-8.90;0.84;-0.15;0.87;-0.23;-5.67;-4.34;-5.18
2174;-4.16;-9.05;0.64;-0.15;0.87;-0.23;-4.20;-0.77;-5.32
2182;-4.26;-9.02;0.52;-0.15;0.86;-0.24;-4.13;0.77;-5.46
2191;-4.33;-9.10;0.17;-0.15;0.86;-0.24;-2.80;-0.63;-4.83
2200;-4.26;-9.10;0.04;-0.15;0.86;-0.24;-2.38;-3.36;-4.90
2209;-4.26;-8.95;0.33;-0.15;0.86;-0.23;-4.90;-7.84;-5.53
2218;-4.26;-9.05;0.63;-0.15;0.86;-0.23;-6.16;-11.41;-6.23
2227;-4.20;-9.05;0.78;-0.15;0.86;-0.23;-5.81;-11.48;-7.14
2236;-4.31;-9.23;1.04;-0.16;0.86;-0.23;-5.18;-9.45;-7.07
2244;-4.17;-9.42;1.15;-0.16;0.86;-0.23;-3.22;-5.18;-5.32
2253;-4.26;-9.34;0.98;-0.16;0.86;-0.23;1.33;-2.03;-2.87
2262;-4.26;-9.02;0.85;-0.16;0.87;-0.23;4.69;-0.14;-1.68
2271;-4.20;-9.00;0.68;-0.16;0.87;-0.23;8.33;-0.14;-2.66
2279;-4.00;-9.02;0.50;-0.16;0.87;-0.23;7.42;2.03;-3.43
2288;-4.07;-9.14;0.05;-0.15;0.85;-0.22;4.06;4.69;-5.32
2297;-4.26;-9.14;0.01;-0.15;0.85;-0.22;0.28;4.48;-6.44
2306;-4.31;-9.28;0.03;-0.15;0.85;-0.22;-3.71;0.70;-7.63
2315;-4.39;-9.44;0.37;-0.16;0.86;-0.23;-6.58;-3.64;-7.70
2324;-4.27;-9.55;0.78;-0.16;0.86;-0.23;-8.40;-5.18;-7.00
2332;-4.24;-9.55;1.05;-0.16;0.86;-0.23;-9.24;-4.69;-5.88
2341;-4.27;-9.55;1.14;-0.16;0.87;-0.22;-7.98;-3.15;-5.88
2350;-4.29;-9.67;1.14;-0.16;0.87;-0.22;-7.49;-0.49;-5.04
2359;-4.21;-9.81;0.83;-0.16;0.87;-0.22;-5.81;2.52;-3.99
2368;-4.39;-9.90;0.49;-0.17;0.86;-0.24;-2.52;3.71;-2.17
2376;-4.38;-9.71;0.16;-0.17;0.86;-0.24;0.07;1.54;0.00
2385;-4.25;-9.50;0.26;-0.17;0.86;-0.24;0.70;-2.94;0.91
2394;-4.23;-9.35;0.66;-0.16;0.86;-0.23;-1.47;-4.69;-0.14
2403;-4.24;-9.44;0.75;-0.16;0.86;-0.23;-3.50;-3.36;-0.42
2412;-4.24;-9.40;0.90;-0.16;0.86;-0.23;-3.92;-2.24;-0.49
2420;-4.24;-9.46;0.82;-0.17;0.85;-0.23;-2.80;-1.68;-1.33
2429;-4.39;-9.58;0.60;-0.17;0.85;-0.23;-2.59;-1.89;0.35
2438;-4.49;-9.50;0.80;-0.17;0.85;-0.23;-2.38;-3.64;2.24
2447;-4.29;-9.53;0.93;-0.17;0.86;-0.23;-1.68;-4.55;3.15
2456;-4.26;-9.38;0.95;-0.17;0.86;-0.23;0.21;-3.57;3.92
2465;-4.31;-9.39;0.80;-0.16;0.86;-0.23;0.28;-1.96;4.20
2473;-4.29;-9.33;0.62;-0.16;0.86;-0.23;0.28;-1.12;4.62
2482;-4.36;-9.38;0.53;-0.16;0.86;-0.23;17.78;-1.26;4.83
2491;-4.23;-9.42;0.33;-0.16;0.86;-0.24;-0.77;-2.24;5.11
2500;-4.32;-9.22;0.16;-0.16;0.86;-0.24;-1.96;-4.41;4.90
2509;-4.32;-9.12;0.52;-0.16;0.86;-0.24;-4.20;-6.37;3.92
2517;-4.13;-9.04;0.95;-0.15;0.86;-0.22;-5.53;-7.00;3.15
2526;-4.13;-9.04;1.23;-0.15;0.86;-0.22;-5.04;-5.81;3.01
2535;-4.27;-9.07;1.62;-0.15;0.86;-0.22;-3.99;-3.85;3.64
2544;-4.06;-9.20;1.52;-0.15;0.86;-0.24;-1.47;-1.26;4.62
2553;-3.96;-9.05;1.20;-0.15;0.86;-0.24;2.38;1.12;5.60
2561;-4.11;-8.98;0.88;-0.15;0.86;-0.24;3.64;1.54;5.60
2570;-4.07;-9.09;0.60;-0.15;0.87;-0.24;2.66;2.24;4.90
2579;-4.06;-9.15;0.32;-0.15;0.87;-0.24;1.19;2.73;4.69
2588;-4.13;-9.14;0.11;-0.15;0.87;-0.24;-0.63;1.19;3.85
2597;-4.20;-9.17;0.01;-0.16;0.86;-0.23;-2.94;-2.10;2.94
2605;-4.24;-9.22;0.23;-0.16;0.86;-0.23;-3.92;-4.69;3.15
2614;-4.30;-9.11;0.53;-0.16;0.86;-0.23;-4.27;-6.58;3.57
2623;-4.19;-9.07;0.92;-0.16;0.86;-0.23;-3.64;-7.56;4.06
2632;-4.24;-9.05;1.17;-0.16;0.86;-0.23;-2.94;-7.14;4.13
2641;-4.17;-9.15;1.32;-0.16;0.86;-0.23;-3.15;-5.18;4.27
2649;-4.21;-9.11;1.45;-0.15;0.86;-0.24;-2.80;-3.78;3.71
2658;-4.21;-9.12;1.21;-0.15;0.86;-0.24;-1.54;-2.17;4.20
2667;-4.26;-9.08;1.07;-0.15;0.86;-0.24;0.91;-0.49;5.25
2676;-4.42;-9.07;0.63;-0.16;0.86;-0.24;2.59;1.61;5.95
2685;-4.34;-9.22;0.32;-0.16;0.86;-0.24;3.08;1.82;6.79
2694;-4.40;-9.17;-0.19;-0.16;0.86;-0.24;2.94;0.77;8.05
2702;-4.50;-11.00;-0.61;-0.16;0.87;-0.23;1.68;-3.78;8.05
2711;-4.31;-9.10;-0.51;-0.16;0.87;-0.23;-0.21;-9.45;7.56
2720;-4.23;-9.03;-0.04;-0.16;0.87;-0.23;-4.06;-15.19;6.37
2729;-3.94;-8.98;0.60;-0.16;0.87;-0.24;-7.70;-17.15;5.32
2738;-3.93;-9.01;1.09;-0.16;0.87;-0.24;-7.70;-14.42;3.78
2747;-3.93;-9.20;1.13;-0.15;0.85;-0.23;-6.51;-8.89;3.29
