Time(ms);AccX(m/s^2);AccY(m/s^2);AccZ(m/s^2);MagX(gauss);MagY(gauss);MagZ(gauss);GyroX(dps);GyroY(dps);GyroZ(dps)
538;-2.20;0.78;9.78;-0.15;0.38;-0.46;4.41;3.36;4.41
547;-2.15;0.78;9.78;-0.15;0.38;-0.46;3.92;3.85;3.92
555;-2.20;0.80;9.81;-0.15;0.38;-0.46;2.87;4.90;2.87
564;-2.14;0.80;9.83;-0.14;0.37;-0.47;2.94;6.09;2.94
573;-2.18;0.61;9.87;-0.14;0.37;-0.47;2.24;7.07;2.24
582;-2.25;0.67;9.86;-0.14;0.37;-0.47;2.03;6.65;2.03
590;-2.25;0.57;9.79;-0.14;0.37;-0.45;2.45;6.93;2.45
599;-2.11;0.65;9.88;-0.14;0.37;-0.45;1.68;6.23;1.68
608;-2.08;0.62;9.88;-0.14;0.37;-0.45;0.84;6.86;0.84
616;-2.05;0.73;9.94;-0.14;0.38;-0.46;-0.28;6.72;-0.28
625;-1.99;0.70;10.10;-0.14;0.38;-0.46;-1.19;7.70;-1.19
634;-1.94;0.82;10.20;-0.14;0.38;-0.46;-1.12;8.89;-1.12
643;-2.01;0.71;10.14;-0.14;0.38;-0.46;-0.42;9.80;-0.42
651;-2.02;0.72;10.19;-0.14;0.38;-0.46;0.42;10.36;0.42
660;-1.97;0.77;10.01;-0.14;0.38;-0.46;0.56;10.92;0.56
669;-1.95;0.80;10.08;-0.14;0.36;-0.46;-0.07;12.74;-0.07
678;-1.97;0.75;10.02;-0.14;0.36;-0.46;-1.40;14.00;-1.40
686;-1.92;0.67;10.08;-0.14;0.36;-0.46;-2.94;15.33;-2.94
695;-1.93;0.70;10.07;-0.13;0.36;-0.44;-3.57;16.52;-3.57
704;-1.78;0.52;10.13;-0.13;0.36;-0.44;-2.87;17.85;-2.87
713;-1.77;0.53;10.09;-0.13;0.36;-0.44;-1.61;16.59;-1.61
721;-1.68;0.48;10.00;-0.12;0.36;-0.44;0.21;15.96;0.21
730;-1.51;0.55;9.97;-0.12;0.36;-0.44;1.61;15.82;1.61
739;-1.38;0.59;9.94;-0.12;0.36;-0.44;2.03;15.33;2.03
757;-1.08;0.55;9.97;-0.13;0.37;-0.47;-0.98;15.82;-0.98
765;-0.90;0.52;10.09;-0.13;0.37;-0.47;-2.52;16.87;-2.52
774;-0.74;0.55;10.09;-0.12;0.36;-0.47;-4.27;17.57;-4.27
783;-0.44;0.70;10.19;-0.12;0.36;-0.47;-3.99;18.20;-3.99
809;0.12;0.57;10.39;-0.11;0.37;-0.46;-1.82;13.79;-1.82
818;0.46;0.47;10.46;-0.11;0.36;-0.45;-0.84;12.04;-0.84
827;0.79;0.41;10.58;-0.11;0.36;-0.45;-1.40;11.62;-1.40
835;1.21;0.41;10.56;-0.11;0.36;-0.45;-3.57;11.69;-3.57
844;1.77;0.37;10.62;-0.11;0.38;-0.46;-7.00;10.64;-7.00
853;1.98;0.28;10.72;-0.11;0.38;-0.46;-9.17;9.17;-9.17
862;2.33;0.10;10.90;-0.11;0.38;-0.46;-10.08;6.65;-10.08
871;2.53;-0.05;11.06;-0.11;0.37;-0.47;-7.98;3.71;-7.98
879;2.87;-0.09;11.09;-0.11;0.37;-0.47;-3.64;0.21;-3.64
888;3.15;0.08;12.82;-0.11;0.37;-0.47;-2.31;-1.05;-2.31
897;3.47;0.28;11.04;-0.10;0.37;-0.45;-4.62;-1.26;-4.62
906;3.78;0.77;11.27;-0.10;0.37;-0.45;-11.76;1.12;-11.76
914;4.32;1.13;11.70;-0.10;0.37;-0.45;-24.92;4.83;-24.92
1072;-44.15;15.01;-15.43;-0.13;0.30;-0.42;-1.54;-457.59;-1.54
1081;-56.15;12.30;-8.78;-0.22;0.28;-0.35;-150.01;-401.73;-150.01
1090;-72.67;-12.12;16.14;-0.22;0.28;-0.35;-369.04;-414.05;-369.04
1099;-72.04;-66.49;54.67;-0.22;0.28;-0.35;-667.38;-217.63;-667.38
1107;-17.45;-68.75;58.06;-0.32;0.24;-0.30;-614.46;74.90;-614.46
1116;-12.48;-36.18;37.59;-0.32;0.24;-0.30;150.57;333.97;150.57
1125;-23.64;5.30;-3.81;-0.17;0.18;-0.31;478.38;323.40;478.38
1134;-12.35;37.59;-27.97;-0.25;0.18;-0.31;399.56;140.00;399.56
1142;8.22;38.43;-22.99;-0.25;0.18;-0.31;-19.53;25.97;-19.53
1151;13.62;30.12;-10.90;-0.25;0.25;-0.34;-274.54;16.31;-274.54
1160;8.70;18.87;-2.88;-0.25;0.25;-0.34;-251.02;30.94;-251.02
1169;0.86;14.64;-1.15;-0.25;0.25;-0.34;-111.30;7.70;-111.30
1186;-3.98;15.09;4.30;-0.27;0.23;-0.33;-4.97;-59.85;-4.97
1195;-5.56;8.88;6.22;-0.27;0.23;-0.33;-39.20;-53.48;-39.20
1204;-8.61;2.55;7.38;-0.26;0.23;-0.31;-50.47;-51.52;-50.47
1213;-10.80;-0.60;9.52;-0.26;0.23;-0.31;-26.88;-53.97;-26.88
1222;-10.90;-0.90;11.54;-0.26;0.23;-0.31;-4.48;-46.41;-4.48
1230;-10.15;-0.98;11.47;-0.28;0.22;-0.32;-4.34;-26.25;-4.34
1239;-9.25;-0.45;9.71;-0.28;0.22;-0.32;-14.56;-5.11;-14.56
1248;-8.88;-0.05;8.09;-0.28;0.22;-0.32;-29.82;0.28;-29.82
1256;-8.43;0.61;7.87;-0.28;0.21;-0.31;-38.29;-0.49;-38.29
1265;-7.64;2.20;8.35;-0.28;0.21;-0.31;-32.20;-1.05;-32.20
1274;-7.03;4.23;8.43;-0.28;0.21;-0.31;-16.10;-3.15;-16.10
1283;-6.29;5.82;8.64;-0.27;0.21;-0.30;1.19;-6.86;1.19
1292;-5.48;7.00;8.47;-0.27;0.21;-0.30;12.39;-9.10;12.39
1300;-5.09;7.28;7.73;-0.27;0.21;-0.30;16.10;-12.11;16.10
1309;-5.07;6.58;7.26;-0.28;0.19;-0.35;10.71;-17.57;10.71
1318;-5.51;5.93;7.41;-0.28;0.19;-0.35;-2.31;-19.60;-2.31
1327;-5.94;4.97;8.13;-0.28;0.19;-0.35;-10.50;-20.02;-10.50
1335;-6.35;4.16;8.75;-0.29;0.22;-0.30;-11.27;-17.08;-11.27
1344;-6.55;3.89;9.12;-0.29;0.22;-0.30;-8.05;-8.40;-8.05
1353;-6.57;3.99;8.54;-0.29;0.22;-0.30;5.95;-4.27;5.95
1362;-6.37;3.91;5.59;-0.28;0.21;-0.31;14.84;-4.27;14.84
1370;-6.08;3.88;6.65;-0.28;0.21;-0.31;15.96;-4.83;15.96
1379;-5.87;3.46;6.02;-0.28;0.21;-0.31;16.66;-6.30;16.66
1388;-5.74;3.12;5.74;-0.27;0.21;-0.31;13.16;-8.33;13.16
1397;-6.02;3.04;5.97;-0.27;0.21;-0.31;1.68;-8.26;1.68
1405;-6.14;2.94;6.40;-0.27;0.21;-0.31;-8.96;-7.28;-8.96
1414;-6.52;2.73;7.03;-0.29;0.21;-0.31;-13.23;-7.98;-13.23
1423;-6.53;2.68;7.72;-0.29;0.21;-0.31;-12.32;-6.30;-12.32
1432;-6.35;2.95;7.95;-0.29;0.21;-0.31;-4.34;-3.78;-4.34
1440;-6.20;3.53;7.64;-0.28;0.21;-0.31;3.36;-2.03;3.36
1449;-6.14;3.90;7.36;-0.28;0.21;-0.31;5.74;-0.77;5.74
1458;-5.99;4.04;7.32;-0.30;0.22;-0.30;5.25;0.14;5.25
1467;-6.09;3.80;7.10;-0.30;0.22;-0.30;1.89;0.63;1.89
1475;-6.25;3.60;6.80;-0.30;0.22;-0.30;-1.54;-2.24;-1.54
1484;-6.34;3.30;7.01;-0.29;0.22;-0.32;-6.44;-3.78;-6.44
1493;-6.41;3.29;7.16;-0.29;0.22;-0.32;-8.96;-4.55;-8.96
1502;-6.60;3.17;7.28;-0.29;0.22;-0.32;-10.29;-4.62;-10.29
1510;-6.73;3.25;7.57;-0.28;0.21;-0.32;-9.59;-3.36;-9.59
1519;-6.86;3.50;7.64;-0.28;0.21;-0.32;-4.97;-2.31;-4.97
1528;-6.91;3.73;7.50;-0.28;0.21;-0.32;2.45;-2.17;2.45
1537;-6.65;3.85;7.42;-0.28;0.21;-0.31;7.56;-2.31;7.56
1545;-6.58;4.06;7.09;-0.28;0.21;-0.31;8.47;-2.31;8.47
1554;-6.53;4.37;6.90;-0.28;0.21;-0.31;7.42;-2.10;7.42
1563;-6.71;4.34;6.73;-0.28;0.21;-0.32;4.20;-1.54;4.20
1571;-6.81;4.04;6.80;-0.28;0.21;-0.32;-1.05;-0.35;-1.05
1580;-6.95;3.93;7.06;-0.28;0.21;-0.32;-3.71;2.94;-3.71
1589;-7.29;3.53;7.03;-0.28;0.21;-0.30;-2.80;7.00;-2.80
1598;-7.34;3.33;7.22;-0.28;0.21;-0.30;2.59;11.69;2.59
1607;-7.35;3.22;7.03;-0.28;0.21;-0.30;9.87;15.54;9.87
1616;-7.29;3.25;6.59;-0.28;0.21;-0.31;17.43;18.55;17.43
1625;-7.34;3.28;6.25;-0.28;0.21;-0.31;21.14;20.16;21.14
1633;-7.16;3.49;5.99;-0.28;0.21;-0.31;21.21;20.30;21.21
1642;-6.96;3.76;5.79;-0.28;0.22;-0.33;18.76;21.35;18.76
1651;-7.13;4.01;5.78;-0.28;0.22;-0.33;13.30;22.05;13.30
1659;-6.96;3.91;6.07;-0.28;0.22;-0.33;5.53;23.38;5.53
1668;-6.78;3.93;6.12;-0.28;0.23;-0.33;-0.42;25.20;-0.42
1677;-6.98;3.98;6.11;-0.28;0.23;-0.33;-3.36;26.74;-3.36
1686;-7.26;4.16;6.32;-0.28;0.23;-0.33;-7.00;28.07;-7.00
1694;-7.42;4.03;6.65;-0.28;0.23;-0.32;-10.01;31.71;-10.01
1703;-7.67;3.83;6.86;-0.28;0.23;-0.32;-9.59;33.60;-9.59
1712;-7.88;3.61;6.80;-0.28;0.23;-0.32;-7.98;33.74;-7.98
1721;-7.88;3.31;6.75;-0.27;0.25;-0.32;-4.55;32.55;-4.55
1730;-7.89;3.17;6.64;-0.27;0.25;-0.32;-1.40;32.13;-1.40
1738;-7.86;2.97;6.55;-0.27;0.25;-0.32;0.84;31.64;0.84
1747;-7.47;2.45;6.79;-0.27;0.25;-0.34;3.36;34.51;3.36
1756;-7.59;3.24;5.58;-0.27;0.25;-0.34;5.04;37.10;5.04
1765;-7.90;3.18;5.36;-0.27;0.26;-0.33;3.22;30.87;3.22
1773;-7.47;3.32;5.55;-0.28;0.26;-0.33;-4.48;28.63;-4.48
1782;-7.26;3.69;5.58;-0.28;0.26;-0.33;-14.56;32.83;-14.56
1791;-7.26;3.70;5.78;-0.28;0.27;-0.34;-25.90;37.66;-25.90
1800;-6.93;3.57;6.13;-0.28;0.27;-0.34;-34.72;43.89;-34.72
1808;-7.11;3.35;6.26;-0.28;0.27;-0.34;-35.63;47.81;-35.63
1817;-6.86;2.94;6.11;-0.27;0.28;-0.33;-29.54;47.32;-29.54
1826;-6.69;2.53;5.89;-0.27;0.28;-0.33;-18.90;44.66;-18.90
1835;-6.77;2.26;5.74;-0.27;0.28;-0.33;-9.45;40.67;-9.45
1843;-6.32;1.95;5.38;-0.27;0.27;-0.35;1.96;33.88;1.96
1852;-5.83;1.93;5.02;-0.27;0.27;-0.35;7.77;25.20;7.77
1861;-5.64;2.10;5.07;-0.27;0.27;-0.35;5.60;18.76;5.60
1878;-5.67;3.28;5.61;-0.26;0.28;-0.36;-15.47;17.78;-15.47
1887;-5.93;3.85;6.29;-0.26;0.28;-0.36;-29.47;23.17;-29.47
1896;-6.05;4.20;6.81;-0.23;0.30;-0.35;-40.95;31.99;-40.95
1905;-6.16;4.25;7.34;-0.23;0.30;-0.35;-48.02;40.46;-48.02
1914;-5.83;3.65;7.37;-0.23;0.30;-0.35;-41.51;39.97;-41.51
1922;-5.26;2.76;7.31;-0.26;0.28;-0.40;-29.68;35.98;-29.68
1931;-4.87;1.92;7.35;-0.26;0.28;-0.40;-17.78;33.53;-17.78
1940;-4.80;1.56;7.11;-0.26;0.28;-0.40;-8.26;29.05;-8.26
1949;-4.72;1.46;6.74;-0.25;0.28;-0.39;-2.45;22.33;-2.45
1957;-4.57;1.55;6.59;-0.25;0.28;-0.39;2.80;16.24;2.80
1966;-4.63;2.27;6.32;-0.25;0.28;-0.39;6.51;11.69;6.51
1975;-4.52;2.98;6.26;-0.24;0.32;-0.37;7.70;6.16;7.70
1984;-4.29;3.60;6.32;-0.24;0.32;-0.37;5.88;3.36;5.88
1992;-4.29;4.09;6.49;-0.24;0.32;-0.37;4.34;2.59;4.34
2001;-4.38;4.31;7.00;-0.24;0.32;-0.37;0.84;2.45;0.84
2010;-4.24;4.15;7.44;-0.24;0.32;-0.37;0.21;2.38;0.21
2019;-4.32;3.88;8.05;-0.24;0.32;-0.37;2.66;2.59;2.66
2028;-4.14;3.50;8.39;-0.24;0.32;-0.37;6.58;1.61;6.58
2036;-4.06;3.22;8.67;-0.24;0.32;-0.37;11.06;-1.82;11.06
2045;-3.88;2.94;8.86;-0.24;0.32;-0.37;17.29;-2.94;17.29
2062;-4.06;3.29;8.44;-0.23;0.33;-0.39;22.75;-4.69;22.75
2071;-4.16;3.35;8.48;-0.23;0.33;-0.39;21.35;-6.65;21.35
2080;-4.35;3.29;8.59;-0.23;0.34;-0.39;17.50;-5.53;17.50
2089;-4.50;3.24;8.87;-0.23;0.34;-0.39;14.42;-4.97;14.42
2098;-4.44;2.94;9.30;-0.24;0.34;-0.38;13.86;-5.32;13.86
2107;-4.29;2.72;9.56;-0.24;0.34;-0.38;13.79;-4.83;13.79
2116;-4.16;2.61;9.78;-0.24;0.34;-0.38;13.65;-3.08;13.65
2124;-4.01;2.64;9.78;-0.26;0.34;-0.40;14.21;-0.98;14.21
2133;-3.93;2.73;9.80;-0.26;0.34;-0.40;13.79;1.05;13.79
2142;-3.89;2.83;9.75;-0.26;0.34;-0.40;14.00;1.19;14.00
2151;-3.85;3.09;9.72;-0.25;0.35;-0.39;17.29;1.05;17.29
2159;-3.83;3.36;9.56;-0.25;0.35;-0.39;23.24;-0.28;23.24
2168;-3.98;3.42;9.38;-0.25;0.35;-0.39;28.98;-0.84;28.98
2177;-4.08;3.20;9.34;-0.25;0.36;-0.40;29.75;1.33;29.75
2186;-3.96;2.91;9.20;-0.25;0.36;-0.40;26.88;6.02;26.88
2194;-4.06;2.66;9.13;-0.25;0.36;-0.40;19.18;11.41;19.18
2203;-3.95;2.25;9.00;-0.24;0.36;-0.40;11.27;16.52;11.27
2212;-3.98;1.95;8.82;-0.24;0.36;-0.40;10.99;16.38;10.99
2221;-3.95;1.59;8.82;-0.24;0.36;-0.40;12.32;13.65;12.32
2230;-3.88;1.50;8.64;-0.24;0.36;-0.39;15.68;10.64;15.68
2238;-3.83;1.64;8.61;-0.24;0.36;-0.39;22.61;6.02;22.61
2247;-3.75;2.08;8.53;-0.24;0.36;-0.39;29.40;1.26;29.40
2256;-3.77;2.44;8.47;-0.24;0.34;-0.42;32.34;-3.71;32.34
2265;-3.66;2.51;8.43;-0.24;0.34;-0.42;31.57;-5.04;31.57
2273;-3.35;2.53;8.70;-0.24;0.34;-0.42;29.47;-5.25;29.47
2282;-3.47;2.63;8.71;-0.25;0.37;-0.41;27.09;-4.06;27.09
2291;-3.52;2.60;9.04;-0.25;0.37;-0.41;23.45;-2.66;23.45
2300;-3.42;2.29;8.98;-0.25;0.37;-0.41;21.07;-0.56;21.07
2308;-3.53;2.26;9.25;-0.25;0.36;-0.40;21.98;0.49;21.98
2317;-3.67;2.05;9.52;-0.25;0.36;-0.40;23.73;-0.91;23.73
2326;-3.55;1.72;9.50;-0.25;0.36;-0.40;28.00;-2.59;28.00
2335;-3.68;1.56;9.40;-0.26;0.37;-0.40;33.95;-2.66;33.95
2344;-3.68;1.47;9.19;-0.26;0.37;-0.40;37.73;-3.99;37.73
2352;-3.56;1.18;9.02;-0.26;0.37;-0.40;41.37;-7.35;41.37
2361;-3.35;1.33;8.84;-0.26;0.36;-0.39;44.38;-11.06;44.38
2370;-3.10;1.14;8.62;-0.26;0.36;-0.39;41.23;-13.72;41.23
2379;-2.99;1.06;8.68;-0.26;0.37;-0.40;34.16;-12.60;34.16
2387;-3.12;0.92;8.77;-0.26;0.37;-0.40;24.36;-9.66;24.36
2396;-3.03;0.75;8.82;-0.26;0.37;-0.40;14.77;-7.14;14.77
2405;-3.09;0.62;8.87;-0.27;0.37;-0.39;8.19;-5.32;8.19
2414;-3.12;0.57;8.99;-0.27;0.37;-0.39;5.95;-4.69;5.95
2423;-3.44;0.62;9.32;-0.27;0.37;-0.39;5.18;-6.44;5.18
2432;-3.49;0.68;9.49;-0.27;0.38;-0.39;7.84;-10.22;7.84
2440;-3.29;0.85;9.73;-0.27;0.38;-0.39;11.83;-12.67;11.83
2449;-3.37;0.95;10.11;-0.27;0.38;-0.39;15.61;-15.19;15.61
2458;-3.29;1.15;10.27;-0.28;0.37;-0.40;17.64;-14.56;17.64
2467;-3.21;1.22;10.19;-0.28;0.37;-0.40;17.71;-11.76;17.71
2475;-3.30;1.30;10.21;-0.28;0.37;-0.40;13.79;-8.12;13.79
2484;-3.41;1.33;10.27;-0.28;0.37;-0.40;6.86;-4.34;6.86
2493;-3.46;1.38;10.32;-0.28;0.37;-0.40;0.56;-0.84;0.56
2501;-3.50;1.34;10.30;-0.28;0.37;-0.40;-2.31;2.38;-2.31
2510;-3.57;1.35;10.42;-0.28;0.37;-0.38;-3.22;3.64;-3.22
2519;-3.59;1.28;10.16;-0.28;0.37;-0.38;-2.38;3.64;-2.38
2528;-3.47;1.23;10.10;-0.28;0.37;-0.38;0.00;2.73;0.00
2537;-3.29;1.31;9.93;-0.29;0.38;-0.38;4.76;1.75;4.76
2545;-3.19;1.44;9.68;-0.29;0.38;-0.38;8.05;1.40;8.05
2554;-3.19;1.40;9.54;-0.29;0.38;-0.38;9.73;1.82;9.73
2563;-3.27;1.49;9.26;-0.27;0.37;-0.39;8.61;3.08;8.61
2572;-3.35;1.51;9.07;-0.27;0.37;-0.39;4.06;5.74;4.06
2580;-3.33;1.49;8.93;-0.27;0.37;-0.39;-2.45;8.96;-2.45
2589;-3.70;1.36;8.90;-0.28;0.38;-0.41;-8.96;12.53;-8.96
2598;-3.70;1.21;8.91;-0.28;0.38;-0.41;-13.23;13.93;-13.23
2607;-3.83;1.06;8.89;-0.28;0.38;-0.41;-15.75;14.49;-15.75
2615;-4.02;0.91;8.79;-0.28;0.37;-0.40;-15.75;13.93;-15.75
2624;-4.05;0.90;8.92;-0.28;0.37;-0.40;-13.44;11.69;-13.44
2633;-4.04;0.86;8.93;-0.28;0.37;-0.40;-9.17;8.75;-9.17
2642;-4.02;0.98;8.94;-0.26;0.37;-0.39;-4.48;6.30;-4.48
2651;-3.91;1.12;8.96;-0.26;0.37;-0.39;-1.68;4.48;-1.68
2660;-4.01;1.21;8.84;-0.26;0.37;-0.39;-2.66;5.39;-2.66
2668;-4.04;1.31;8.91;-0.25;0.36;-0.40;-7.07;7.70;-7.07
2677;-4.26;1.33;8.93;-0.25;0.36;-0.40;-11.20;9.03;-11.20
2686;-4.24;1.29;9.14;-0.25;0.36;-0.40;-13.37;10.43;-13.37
2695;-4.26;1.25;9.10;-0.27;0.37;-0.40;-14.63;10.29;-14.63
2703;-3.93;1.39;9.09;-0.27;0.37;-0.40;-14.91;10.43;-14.91
2712;-3.91;1.34;9.20;-0.27;0.35;-0.40;-14.07;9.87;-14.07
2721;-3.75;1.45;9.25;-0.27;0.35;-0.40;-12.67;8.47;-12.67
2730;-3.54;1.48;9.32;-0.27;0.35;-0.40;-10.71;7.84;-10.71
2739;-3.30;1.67;9.32;-0.26;0.36;-0.40;-10.01;7.98;-10.01
2748;-3.33;1.85;9.53;-0.26;0.36;-0.40;-9.94;8.61;-9.94
2757;-3.30;1.87;9.83;-0.26;0.36;-0.40;-12.74;10.22;-12.74
2765;-3.14;1.75;9.81;-0.26;0.36;-0.40;-16.03;13.23;-16.03
2774;-3.19;1.72;9.93;-0.26;0.36;-0.40;-18.34;16.03;-18.34
2783;-3.05;1.64;10.04;-0.26;0.36;-0.40;-20.02;17.71;-20.02
2792;-2.98;1.64;10.05;-0.25;0.36;-0.42;-20.37;18.13;-20.37
2800;-2.76;1.62;10.11;-0.25;0.36;-0.42;-19.32;17.43;-19.32
2809;-2.49;1.60;10.15;-0.25;0.36;-0.42;-18.34;16.87;-18.34
2818;-2.40;1.55;10.07;-0.26;0.36;-0.41;-16.94;14.84;-16.94
2827;-2.06;1.52;10.12;-0.26;0.36;-0.41;-16.17;13.37;-16.17
2836;-1.75;1.46;10.29;-0.26;0.36;-0.41;-14.98;13.09;-14.98
2845;-1.49;1.56;10.27;-0.25;0.35;-0.43;-13.23;12.88;-13.23
2853;-1.28;1.62;10.31;-0.25;0.35;-0.43;-10.78;11.62;-10.78
2862;-0.75;1.77;10.24;-0.25;0.35;-0.43;-8.82;12.04;-8.82
2871;-0.42;2.06;10.42;-0.25;0.35;-0.41;-9.94;14.00;-9.94
2880;-0.09;2.38;10.52;-0.25;0.35;-0.41;-14.98;15.75;-14.98
2888;0.33;2.43;10.66;-0.25;0.35;-0.41;-22.47;18.76;-22.47
2897;0.72;2.43;10.80;-0.22;0.34;-0.42;-33.60;22.47;-33.60
2906;0.88;2.47;11.13;-0.22;0.34;-0.42;-46.41;25.20;-46.41
2915;1.02;2.21;11.54;-0.22;0.34;-0.42;-59.78;28.07;-59.78
2923;1.26;2.07;12.08;-0.22;0.33;-0.42;-65.66;31.15;-65.66
2932;1.50;2.14;12.28;-0.22;0.33;-0.42;-64.61;31.78;-64.61
2941;1.77;2.00;12.22;-0.22;0.33;-0.42;-56.14;30.24;-56.14
2950;2.30;2.08;12.17;-0.21;0.32;-0.42;-47.81;28.77;-47.81
2959;2.65;2.25;12.04;-0.21;0.32;-0.42;-41.30;28.07;-41.30
2968;3.22;2.43;12.20;-0.19;0.31;-0.42;-38.92;29.26;-38.92
2977;3.37;3.01;12.54;-0.19;0.31;-0.42;-41.37;32.97;-41.37
2986;3.63;3.73;12.91;-0.19;0.31;-0.42;-45.50;34.51;-45.50
2995;4.39;3.92;13.47;-0.19;0.30;-0.42;-41.93;38.01;-41.93
3003;5.33;4.20;13.60;-0.19;0.30;-0.42;-33.46;38.92;-33.46
3012;7.28;4.26;13.18;-0.19;0.30;-0.42;-11.76;34.79;-11.76
3021;9.53;4.34;12.52;-0.20;0.31;-0.43;12.67;29.33;12.67
3030;11.52;5.20;11.13;-0.20;0.31;-0.43;38.22;29.68;38.22
3039;11.31;7.01;8.82;-0.20;0.31;-0.43;61.11;33.32;61.11
3047;8.93;9.17;4.53;-0.19;0.31;-0.42;69.93;12.53;69.93
3056;6.32;12.09;-1.51;-0.19;0.31;-0.42;74.97;-26.46;74.97
3065;1.67;15.43;-7.12;-0.19;0.31;-0.42;84.14;-90.30;84.14
3074;-1.96;18.10;-13.14;-0.19;0.29;-0.40;105.98;-167.65;105.98
3083;-7.12;20.55;-17.59;-0.19;0.29;-0.40;127.47;-249.34;127.47
3091;-14.70;22.49;-18.65;-0.19;0.29;-0.40;121.38;-339.15;121.38
3100;-23.18;23.30;-17.80;-0.22;0.26;-0.37;86.38;-356.23;86.38
3109;-33.03;23.88;-16.09;-0.22;0.26;-0.37;34.09;-337.61;34.09
3118;-47.34;20.95;-11.92;-0.22;0.26;-0.37;-77.14;-310.45;-77.14
3127;-68.60;9.95;0.62;-0.27;0.21;-0.34;-266.70;-360.22;-266.70
3188;18.01;43.77;-19.90;-0.26;0.15;-0.31;-255.01;25.97;-255.01
3196;10.01;25.41;-10.34;-0.26;0.15;-0.31;-279.23;2.94;-279.23
