Time(ms);AccX(m/s^2);AccY(m/s^2);AccZ(m/s^2);MagX(gauss);MagY(gauss);MagZ(gauss);GyroX(dps);GyroY(dps);GyroZ(dps)
1702;-1.20;-0.09;8.55;-0.22;0.51;-0.45;14.14;30.38;14.14
1711;-1.01;0.19;8.40;-0.22;0.51;-0.45;14.91;21.21;14.91
1720;-1.07;0.90;8.51;-0.22;0.51;-0.45;17.29;9.03;17.29
1729;-0.57;1.49;8.56;-0.22;0.52;-0.47;23.52;0.49;23.52
1737;-0.61;2.12;8.73;-0.22;0.52;-0.47;29.89;-1.26;29.89
1746;-0.90;2.30;9.17;-0.22;0.52;-0.46;28.91;-1.19;28.91
1755;-0.14;2.32;9.42;-0.22;0.52;-0.46;28.35;-2.31;28.35
1763;0.30;2.34;9.66;-0.22;0.52;-0.46;30.17;1.19;30.17
1772;0.41;2.34;9.57;-0.23;0.52;-0.47;31.92;4.34;31.92
1781;0.57;2.31;9.50;-0.23;0.52;-0.47;33.11;3.78;33.11
1790;0.36;2.15;9.29;-0.23;0.52;-0.47;33.39;0.14;33.39
1798;0.22;1.87;9.26;-0.23;0.54;-0.46;33.60;-3.92;33.60
1807;0.07;1.62;9.25;-0.23;0.54;-0.46;34.09;-8.26;34.09
1816;0.39;1.49;9.43;-0.23;0.54;-0.46;36.75;-11.48;36.75
1825;0.33;1.55;9.32;-0.23;0.55;-0.46;43.40;-13.65;43.40
1834;0.28;1.51;9.31;-0.23;0.55;-0.46;48.02;-16.03;48.02
1842;0.21;1.51;9.38;-0.23;0.55;-0.46;51.17;-18.27;51.17
1851;0.06;1.16;9.46;-0.23;0.56;-0.46;52.78;-19.88;52.78
1860;0.21;0.83;9.65;-0.23;0.56;-0.46;46.62;-16.03;46.62
1869;-0.26;1.01;9.50;-0.23;0.56;-0.46;37.66;-7.77;37.66
1877;-1.84;1.06;12.20;-0.22;0.57;-0.46;42.56;4.62;42.56
1886;-1.00;0.57;10.07;-0.22;0.57;-0.46;39.27;-1.33;39.27
1895;-1.21;0.85;10.30;-0.22;0.57;-0.46;46.34;-4.69;46.34
1904;-1.17;0.59;10.36;-0.18;0.57;-0.45;56.49;-10.08;56.49
1913;-1.14;-0.05;10.52;-0.18;0.57;-0.45;66.57;-11.69;66.57
1922;-2.08;0.75;10.20;-0.18;0.57;-0.45;82.32;-17.92;82.32
1930;-2.23;0.41;10.08;-0.23;0.58;-0.46;95.13;-25.48;95.13
1939;-2.00;0.24;9.86;-0.23;0.58;-0.46;104.16;-30.52;104.16
1948;-2.21;0.24;9.81;-0.23;0.58;-0.46;108.64;-27.37;108.64
1957;-2.81;0.01;9.60;-0.24;0.62;-0.45;102.20;-21.14;102.20
1965;-2.75;-0.48;9.20;-0.24;0.62;-0.45;99.05;-18.55;99.05
1974;-3.05;-1.26;9.17;-0.24;0.62;-0.45;108.01;-20.58;108.01
1983;-3.60;-2.25;9.36;-0.25;0.63;-0.43;126.21;-26.81;126.21
1992;-3.63;-2.30;9.22;-0.25;0.63;-0.43;164.57;-41.37;164.57
2000;-3.64;-2.33;9.20;-0.25;0.63;-0.43;201.95;-55.79;201.95
2009;-3.68;-2.12;9.00;-0.24;0.68;-0.42;233.38;-64.89;233.38
2018;-3.47;-2.09;8.88;-0.24;0.68;-0.42;252.63;-71.05;252.63
2027;-3.58;-2.56;8.37;-0.24;0.68;-0.42;257.74;-70.21;257.74
2036;-5.49;-3.11;8.00;-0.25;0.73;-0.40;254.38;-72.17;254.38
2044;-3.80;-4.48;8.08;-0.25;0.73;-0.40;233.10;-71.26;233.10
2053;-3.55;-3.77;8.10;-0.25;0.73;-0.40;243.81;-71.89;243.81
2062;-3.43;-4.23;8.13;-0.26;0.78;-0.35;239.75;-73.01;239.75
2071;-3.52;-4.68;8.04;-0.26;0.78;-0.35;244.51;-78.82;244.51
2079;-3.78;-4.78;8.00;-0.26;0.82;-0.33;249.83;-90.58;249.83
2088;-3.75;-4.90;7.97;-0.26;0.82;-0.33;253.89;-99.40;253.89
2097;-3.34;-5.09;7.85;-0.26;0.82;-0.33;252.21;-101.64;252.21
2106;-3.24;-5.58;7.23;-0.25;0.86;-0.27;247.59;-101.99;247.59
2115;-3.46;-5.72;6.83;-0.25;0.86;-0.27;245.98;-104.44;245.98
2124;-3.56;-6.74;6.73;-0.25;0.86;-0.27;244.79;-111.79;244.79
2133;-3.63;-6.93;6.27;-0.25;0.90;-0.21;257.95;-124.25;257.95
2141;-4.14;-7.41;6.24;-0.25;0.90;-0.21;273.00;-134.19;273.00
2150;-3.90;-7.75;6.26;-0.25;0.90;-0.21;275.66;-135.31;275.66
2159;-4.04;-7.96;6.34;-0.24;0.92;-0.15;268.17;-121.38;268.17
2168;-4.01;-7.90;5.76;-0.24;0.92;-0.15;248.22;-99.96;248.22
2176;-3.12;-8.65;5.60;-0.24;0.92;-0.15;210.14;-77.84;210.14
2185;-4.11;-8.45;5.13;-0.22;0.94;-0.08;182.21;-55.58;182.21
2194;-4.35;-9.45;4.77;-0.22;0.94;-0.08;169.82;-45.57;169.82
2203;-4.19;-10.00;4.15;-0.22;0.94;-0.08;161.84;-43.61;161.84
2211;-4.16;-10.19;3.74;-0.20;0.96;-0.05;167.79;-49.98;167.79
2220;-3.98;-10.21;3.25;-0.20;0.96;-0.05;180.32;-63.07;180.32
2229;-3.45;-9.84;2.82;-0.20;0.96;-0.05;195.44;-76.23;195.44
2238;-2.52;-10.40;1.95;-0.18;0.96;-0.01;192.92;-82.04;192.92
2247;-3.17;-9.38;2.30;-0.18;0.96;-0.01;202.58;-85.82;202.58
2256;-2.68;-9.01;1.79;-0.18;0.96;-0.01;186.48;-87.64;186.48
2264;-2.23;-9.44;1.69;-0.14;0.96;0.05;166.11;-75.25;166.11
2273;-2.42;-10.08;1.44;-0.14;0.96;0.05;149.45;-66.36;149.45
2282;-2.34;-9.99;1.54;-0.14;0.96;0.05;145.74;-59.15;145.74
2291;-2.33;-9.47;1.72;-0.11;0.96;0.09;137.55;-44.10;137.55
2300;-2.27;-9.26;1.55;-0.11;0.96;0.09;113.75;-28.28;113.75
2308;-2.05;-9.76;1.22;-0.11;0.96;0.09;84.28;-13.72;84.28
2317;-2.02;-10.61;0.42;-0.08;0.95;0.12;60.97;-10.50;60.97
2326;-1.70;-10.70;0.95;-0.08;0.95;0.12;46.97;-9.31;46.97
2335;-1.97;-10.42;0.17;-0.08;0.95;0.12;42.98;-27.44;42.98
2344;-1.43;-10.27;0.55;-0.07;0.95;0.13;41.09;-36.40;41.09
2352;-1.08;-9.96;0.88;-0.07;0.95;0.13;33.81;-24.78;33.81
2361;-1.13;-9.51;1.04;-0.07;0.95;0.12;16.73;-7.70;16.73
2370;-1.06;-9.56;1.02;-0.05;0.95;0.12;-3.99;8.54;-3.99
2378;-0.76;-9.92;0.80;-0.05;0.95;0.12;-20.23;21.98;-20.23
2387;-0.86;-10.13;0.58;-0.04;0.95;0.13;-26.18;24.85;-26.18
2396;-0.73;-10.12;0.58;-0.04;0.95;0.13;-21.98;11.55;-21.98
2405;-0.53;-9.97;0.92;-0.04;0.95;0.13;-8.89;0.42;-8.89
2414;-0.65;-9.93;1.23;-0.04;0.96;0.13;3.29;-5.18;3.29
2422;-0.41;-9.91;1.20;-0.04;0.96;0.13;7.84;-5.39;7.84
2431;-0.33;-9.99;1.30;-0.04;0.96;0.13;1.19;3.08;1.19
2440;-0.54;-10.19;1.12;-0.04;0.95;0.12;-10.57;12.32;-10.57
2449;-0.45;-10.34;1.01;-0.04;0.95;0.12;-24.99;18.69;-24.99
2457;-0.14;-10.36;0.95;-0.04;0.95;0.12;-37.52;21.98;-37.52
2466;-0.30;-10.41;1.10;-0.04;0.95;0.12;-44.87;20.93;-44.87
2475;-0.31;-10.49;1.26;-0.04;0.95;0.12;-41.30;16.52;-41.30
2484;-0.27;-10.34;1.62;-0.04;0.95;0.12;-28.63;11.34;-28.63
2493;-0.29;-10.21;1.82;-0.05;0.96;0.12;-12.18;6.58;-12.18
2501;-0.19;-10.16;1.81;-0.05;0.96;0.12;1.82;4.34;1.82
2510;-0.06;-10.11;1.61;-0.05;0.96;0.12;6.44;4.83;6.44
2519;0.06;-10.15;1.59;0.03;0.96;0.12;5.32;6.02;5.32
2528;0.31;-9.98;1.50;0.03;0.96;0.12;-2.87;9.24;-2.87
2537;0.36;-9.96;1.84;0.03;0.96;0.12;-12.95;16.17;-12.95
2545;0.50;-9.97;1.97;-0.05;0.96;0.10;-21.21;20.65;-21.21
2554;0.83;-10.14;2.29;-0.05;0.96;0.10;-26.32;22.05;-26.32
2563;0.97;-10.18;2.59;-0.05;0.96;0.10;-28.91;21.14;-28.91
2572;1.31;-10.16;2.84;-0.05;0.96;0.10;-25.83;16.87;-25.83
2580;1.45;-10.11;3.16;-0.05;0.96;0.10;-17.71;10.78;-17.71
2589;1.69;-10.16;3.37;-0.05;0.96;0.10;-8.61;3.50;-8.61
2598;1.82;-10.11;3.74;-0.06;0.96;0.10;-0.49;1.33;-0.49
2606;1.85;-9.93;3.89;-0.06;0.96;0.10;-0.14;3.01;-0.14
2615;2.20;-10.06;4.12;-0.06;0.96;0.10;-4.27;6.16;-4.27
2624;2.42;-10.23;4.11;-0.07;0.96;0.10;-10.01;11.13;-10.01
2633;2.81;-10.37;4.06;-0.07;0.96;0.10;-13.93;12.60;-13.93
2642;3.37;-10.29;4.36;-0.07;0.96;0.10;-17.29;14.42;-17.29
2650;3.88;-10.48;4.89;-0.06;0.96;0.09;-20.79;16.59;-20.79
2659;4.36;-10.69;5.30;-0.06;0.96;0.09;-22.54;18.69;-22.54
2668;4.54;-10.84;5.56;-0.06;0.96;0.09;-20.44;18.48;-20.44
2677;4.85;-10.90;5.78;-0.06;0.96;0.09;-14.63;15.40;-14.63
2686;5.25;-10.66;5.89;-0.06;0.96;0.09;-5.46;9.94;-5.46
2695;5.76;-10.07;5.81;-0.06;0.95;0.07;1.05;8.40;1.05
2703;6.30;-9.50;5.87;-0.06;0.95;0.07;1.19;12.60;1.19
2712;6.65;-9.39;5.98;-0.06;0.95;0.07;-3.29;18.69;-3.29
2721;7.01;-9.23;6.27;-0.06;0.96;0.07;-9.87;30.17;-9.87
2730;7.26;-9.16;7.17;-0.06;0.96;0.07;-24.71;44.45;-24.71
2738;7.51;-9.27;8.33;-0.06;0.96;0.07;-47.60;64.33;-47.60
2747;7.84;-9.40;9.38;-0.08;0.95;0.08;-77.35;106.75;-77.35
2756;8.41;-8.99;10.61;-0.08;0.95;0.08;-108.50;117.46;-108.50
2765;8.99;-8.05;11.54;-0.08;0.95;0.08;-143.29;144.27;-143.29
2774;9.87;-7.14;11.69;-0.09;0.96;0.02;-168.35;173.74;-168.35
2782;10.57;-5.86;10.90;-0.09;0.96;0.02;-170.17;183.12;-170.17
2791;10.79;-4.01;9.72;-0.09;0.96;0.02;-147.70;163.38;-147.70
2800;10.21;-1.80;7.39;-0.10;0.95;-0.01;-118.58;127.47;-118.58
2809;7.92;1.33;4.03;-0.10;0.95;-0.01;-95.55;54.25;-95.55
2818;4.47;5.06;0.22;-0.10;0.95;-0.01;-75.53;-44.10;-75.53
2826;-1.67;9.77;-2.33;-0.09;0.95;-0.03;-55.58;-156.52;-55.58
2835;-9.45;15.22;-3.69;-0.09;0.95;-0.03;-30.38;-255.36;-30.38
2844;-21.65;19.33;-0.96;-0.09;0.95;-0.03;33.18;-283.01;33.18
2853;-32.23;19.55;3.60;-0.14;0.92;-0.00;51.80;-174.51;51.80
